Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	inositol metabolic process (GO:0006020)	1/9	0.0222805591236868	0.2076223935395611	0	0	50.87244897959184	193.52086993316271	ISYNA1
GO_Biological_Process_2021	regulation of ER to Golgi vesicle-mediated transport (GO:0060628)	1/9	0.0222805591236868	0.2076223935395611	0	0	50.87244897959184	193.52086993316271	SCFD1
GO_Biological_Process_2021	regulation of glucan biosynthetic process (GO:0010962)	1/9	0.0222805591236868	0.2076223935395611	0	0	50.87244897959184	193.52086993316271	PPP1R3C
GO_Biological_Process_2021	regulation of intracellular signal transduction (GO:1902531)	4/437	0.0234947797185689	0.2076223935395611	0	0	3.91946982628778	14.70184125739239	SYDE2;TMBIM4;RHOU;CRK
GO_Biological_Process_2021	ciliary basal body-plasma membrane docking (GO:0097711)	2/95	0.0235916467130086	0.2076223935395611	0	0	8.896505376344086	33.333983109146935	CSNK1E;HAUS2
GO_Biological_Process_2021	positive regulation of behavior (GO:0048520)	1/10	0.024725948817258	0.2076223935395611	0	0	45.21768707482993	167.3010120823387	NPAS2
GO_Biological_Process_2021	regulation of epithelial cell apoptotic process (GO:1904035)	1/10	0.024725948817258	0.2076223935395611	0	0	45.21768707482993	167.3010120823387	ZFP36L1
GO_Biological_Process_2021	positive regulation of monocyte differentiation (GO:0045657)	1/10	0.024725948817258	0.2076223935395611	0	0	45.21768707482993	167.3010120823387	ZFP36L1
GO_Biological_Process_2021	negative regulation of voltage-gated calcium channel activity (GO:1901386)	1/10	0.024725948817258	0.2076223935395611	0	0	45.21768707482993	167.3010120823387	CRHR1
GO_Biological_Process_2021	myelin maintenance (GO:0043217)	1/10	0.024725948817258	0.2076223935395611	0	0	45.21768707482993	167.3010120823387	CXCR4
GO_Biological_Process_2021	protein insertion into ER membrane by stop-transfer membrane-anchor sequence (GO:0045050)	1/10	0.024725948817258	0.2076223935395611	0	0	45.21768707482993	167.3010120823387	MMGT1
GO_Biological_Process_2021	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	2/100	0.025948961945953	0.2076223935395611	0	0	8.44047619047619	30.82144266223132	LEMD3;RNF111
GO_Biological_Process_2021	regulation of cell death (GO:0010941)	2/102	0.0269177264019109	0.2076223935395611	0	0	8.270833333333334	29.898816321570965	HP;NPAS2
GO_Biological_Process_2021	cellular glucan metabolic process (GO:0006073)	1/11	0.0271653448579923	0.2076223935395611	0	0	40.69387755102041	146.73452100035948	PPP1R3C
GO_Biological_Process_2021	positive regulation of non-canonical Wnt signaling pathway (GO:2000052)	1/11	0.0271653448579923	0.2076223935395611	0	0	40.69387755102041	146.73452100035948	CSNK1E
GO_Biological_Process_2021	cellular response to UV-A (GO:0071492)	1/11	0.0271653448579923	0.2076223935395611	0	0	40.69387755102041	146.73452100035948	OPN1SW
GO_Biological_Process_2021	regulation of mRNA 3'-end processing (GO:0031440)	1/11	0.0271653448579923	0.2076223935395611	0	0	40.69387755102041	146.73452100035948	ZFP36L1
GO_Biological_Process_2021	peptidyl-proline hydroxylation (GO:0019511)	1/11	0.0271653448579923	0.2076223935395611	0	0	40.69387755102041	146.73452100035948	P4HA1
GO_Biological_Process_2021	embryonic eye morphogenesis (GO:0048048)	1/11	0.0271653448579923	0.2076223935395611	0	0	40.69387755102041	146.73452100035948	FBN2
GO_Biological_Process_2021	negative regulation of activin receptor signaling pathway (GO:0032926)	1/11	0.0271653448579923	0.2076223935395611	0	0	40.69387755102041	146.73452100035948	LEMD3
GO_Biological_Process_2021	cellular response to peptide hormone stimulus (GO:0071375)	2/106	0.0288986461861609	0.2076223935395611	0	0	7.951121794871795	28.178461808105727	CRHR1;ZFP36L1
GO_Biological_Process_2021	protein mono-ADP-ribosylation (GO:0140289)	1/12	0.029598761568907	0.2076223935395611	0	0	36.99257884972171	130.2147194065139	TIPARP
GO_Biological_Process_2021	negative regulation of oxidoreductase activity (GO:0051354)	1/12	0.029598761568907	0.2076223935395611	0	0	36.99257884972171	130.2147194065139	HP
GO_Biological_Process_2021	regulation of glycogen metabolic process (GO:0070873)	1/12	0.029598761568907	0.2076223935395611	0	0	36.99257884972171	130.2147194065139	PPP1R3C
GO_Biological_Process_2021	magnesium ion transport (GO:0015693)	1/12	0.029598761568907	0.2076223935395611	0	0	36.99257884972171	130.2147194065139	MMGT1
GO_Biological_Process_2021	protein auto-ADP-ribosylation (GO:0070213)	1/12	0.029598761568907	0.2076223935395611	0	0	36.99257884972171	130.2147194065139	TIPARP
GO_Biological_Process_2021	cellular divalent inorganic cation homeostasis (GO:0072503)	2/111	0.0314544847807964	0.2076223935395611	0	0	7.584480122324159	26.23633758944092	STIM2;MT1F
GO_Biological_Process_2021	negative regulation of autophagosome assembly (GO:1902902)	1/13	0.032026213248763	0.2076223935395611	0	0	33.90816326530612	116.6847899929619	SCFD1
GO_Biological_Process_2021	glucan biosynthetic process (GO:0009250)	1/13	0.032026213248763	0.2076223935395611	0	0	33.90816326530612	116.6847899929619	PPP1R3C
GO_Biological_Process_2021	glycogen biosynthetic process (GO:0005978)	1/13	0.032026213248763	0.2076223935395611	0	0	33.90816326530612	116.6847899929619	PPP1R3C
GO_Biological_Process_2021	negative regulation of locomotion (GO:0040013)	1/13	0.032026213248763	0.2076223935395611	0	0	33.90816326530612	116.6847899929619	CRK
GO_Biological_Process_2021	positive regulation of vascular endothelial cell proliferation (GO:1905564)	1/13	0.032026213248763	0.2076223935395611	0	0	33.90816326530612	116.6847899929619	ITGA4
GO_Biological_Process_2021	regulation of oxidoreductase activity (GO:0051341)	1/13	0.032026213248763	0.2076223935395611	0	0	33.90816326530612	116.6847899929619	HP
GO_Biological_Process_2021	entry into host (GO:0044409)	1/13	0.032026213248763	0.2076223935395611	0	0	33.90816326530612	116.6847899929619	CXCR4
GO_Biological_Process_2021	heart process (GO:0003015)	1/14	0.0344477141698711	0.2076223935395611	0	0	31.298273155416013	105.4223689491126	ACTC1
GO_Biological_Process_2021	response to UV-A (GO:0070141)	1/14	0.0344477141698711	0.2076223935395611	0	0	31.298273155416013	105.4223689491126	OPN1SW
GO_Biological_Process_2021	sequestering of extracellular ligand from receptor (GO:0035581)	1/14	0.0344477141698711	0.2076223935395611	0	0	31.298273155416013	105.4223689491126	FBN2
GO_Biological_Process_2021	T cell differentiation in thymus (GO:0033077)	1/14	0.0344477141698711	0.2076223935395611	0	0	31.298273155416013	105.4223689491126	ZFP36L1
GO_Biological_Process_2021	N-terminal protein amino acid modification (GO:0031365)	1/14	0.0344477141698711	0.2076223935395611	0	0	31.298273155416013	105.4223689491126	NAA35
GO_Biological_Process_2021	regulation of protein binding (GO:0043393)	2/118	0.0351769550093681	0.2076223935395611	0	0	7.124281609195402	23.8475644827565	CSNK1E;CRK
GO_Biological_Process_2021	negative regulation of cellular component movement (GO:0051271)	1/15	0.0368632785936063	0.2076223935395611	0	0	29.06122448979592	95.91771596133704	CRK
GO_Biological_Process_2021	cardiac myofibril assembly (GO:0055003)	1/15	0.0368632785936063	0.2076223935395611	0	0	29.06122448979592	95.91771596133704	ACTC1
GO_Biological_Process_2021	regulation of establishment of protein localization (GO:0070201)	1/15	0.0368632785936063	0.2076223935395611	0	0	29.06122448979592	95.91771596133704	SCFD1
GO_Biological_Process_2021	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)	1/15	0.0368632785936063	0.2076223935395611	0	0	29.06122448979592	95.91771596133704	ZFP36L1
GO_Biological_Process_2021	regulation of non-canonical Wnt signaling pathway (GO:2000050)	1/15	0.0368632785936063	0.2076223935395611	0	0	29.06122448979592	95.91771596133704	CSNK1E
GO_Biological_Process_2021	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)	1/15	0.0368632785936063	0.2076223935395611	0	0	29.06122448979592	95.91771596133704	ZFP36L1
GO_Biological_Process_2021	cellular response to organic substance (GO:0071310)	2/123	0.0379356146383277	0.2076223935395611	0	0	6.828168044077135	22.34084340876857	TIPARP;CXCR4
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	3/300	0.0390400715124679	0.2076223935395611	0	0	4.223726627981947	13.698249489225711	FBN2;ITGA4;P4HA1
GO_Biological_Process_2021	3'-UTR-mediated mRNA destabilization (GO:0061158)	1/16	0.0392729207344652	0.2076223935395611	0	0	27.12244897959184	87.80133530116419	ZFP36L1
GO_Biological_Process_2021	regulation of activin receptor signaling pathway (GO:0032925)	1/16	0.0392729207344652	0.2076223935395611	0	0	27.12244897959184	87.80133530116419	LEMD3
GO_Biological_Process_2021	positive regulation of endothelial cell apoptotic process (GO:2000353)	1/16	0.0392729207344652	0.2076223935395611	0	0	27.12244897959184	87.80133530116419	ITGA4
GO_Biological_Process_2021	cellular response to corticosteroid stimulus (GO:0071384)	1/16	0.0392729207344652	0.2076223935395611	0	0	27.12244897959184	87.80133530116419	ZFP36L1
GO_Biological_Process_2021	dendritic cell chemotaxis (GO:0002407)	1/16	0.0392729207344652	0.2076223935395611	0	0	27.12244897959184	87.80133530116419	CXCR4
GO_Biological_Process_2021	regulation of monocyte differentiation (GO:0045655)	1/16	0.0392729207344652	0.2076223935395611	0	0	27.12244897959184	87.80133530116419	ZFP36L1
GO_Biological_Process_2021	N-terminal protein amino acid acetylation (GO:0006474)	1/16	0.0392729207344652	0.2076223935395611	0	0	27.12244897959184	87.80133530116419	NAA35
GO_Biological_Process_2021	polyol biosynthetic process (GO:0046173)	1/16	0.0392729207344652	0.2076223935395611	0	0	27.12244897959184	87.80133530116419	ISYNA1
GO_Biological_Process_2021	regulation of stem cell proliferation (GO:0072091)	1/17	0.0416766547912334	0.2076223935395611	0	0	25.426020408163264	80.79916728086499	ZFP36L1
GO_Biological_Process_2021	negative regulation of viral entry into host cell (GO:0046597)	1/17	0.0416766547912334	0.2076223935395611	0	0	25.426020408163264	80.79916728086499	IFITM2
GO_Biological_Process_2021	tail-anchored membrane protein insertion into ER membrane (GO:0071816)	1/17	0.0416766547912334	0.2076223935395611	0	0	25.426020408163264	80.79916728086499	MMGT1
GO_Biological_Process_2021	muscle tissue morphogenesis (GO:0060415)	1/17	0.0416766547912334	0.2076223935395611	0	0	25.426020408163264	80.79916728086499	ACTC1
GO_Biological_Process_2021	G2/M transition of mitotic cell cycle (GO:0000086)	2/130	0.0419323175536405	0.2076223935395611	0	0	6.452473958333333	20.46530163526616	CSNK1E;HAUS2
GO_Biological_Process_2021	cell cycle G2/M phase transition (GO:0044839)	2/131	0.0425157677463691	0.2076223935395611	0	0	6.4021317829457365	20.217165618082923	CSNK1E;HAUS2
GO_Biological_Process_2021	regulation of B cell differentiation (GO:0045577)	1/18	0.0440744949316926	0.2076223935395611	0	0	23.92917166866747	74.70385911458476	ZFP36L1
GO_Biological_Process_2021	regulation of vascular endothelial cell proliferation (GO:1905562)	1/18	0.0440744949316926	0.2076223935395611	0	0	23.92917166866747	74.70385911458476	ITGA4
GO_Biological_Process_2021	positive regulation of glial cell differentiation (GO:0045687)	1/18	0.0440744949316926	0.2076223935395611	0	0	23.92917166866747	74.70385911458476	CXCR4
GO_Biological_Process_2021	response to interferon-alpha (GO:0035455)	1/18	0.0440744949316926	0.2076223935395611	0	0	23.92917166866747	74.70385911458476	IFITM2
GO_Biological_Process_2021	cellular response to glucocorticoid stimulus (GO:0071385)	1/18	0.0440744949316926	0.2076223935395611	0	0	23.92917166866747	74.70385911458476	ZFP36L1
GO_Biological_Process_2021	leukocyte tethering or rolling (GO:0050901)	1/18	0.0440744949316926	0.2076223935395611	0	0	23.92917166866747	74.70385911458476	ITGA4
GO_Biological_Process_2021	cellular response to zinc ion (GO:0071294)	1/18	0.0440744949316926	0.2076223935395611	0	0	23.92917166866747	74.70385911458476	MT1F
GO_Biological_Process_2021	microtubule depolymerization (GO:0007019)	1/18	0.0440744949316926	0.2076223935395611	0	0	23.92917166866747	74.70385911458476	STMN4
GO_Biological_Process_2021	dendritic cell migration (GO:0036336)	1/18	0.0440744949316926	0.2076223935395611	0	0	23.92917166866747	74.70385911458476	CXCR4
GO_Biological_Process_2021	cellular response to copper ion (GO:0071280)	1/19	0.0464664552952436	0.2076223935395611	0	0	22.598639455782312	69.35578082800635	MT1F
GO_Biological_Process_2021	leukocyte adhesion to vascular endothelial cell (GO:0061756)	1/19	0.0464664552952436	0.2076223935395611	0	0	22.598639455782312	69.35578082800635	ITGA4
GO_Biological_Process_2021	regulation of oligodendrocyte differentiation (GO:0048713)	1/19	0.0464664552952436	0.2076223935395611	0	0	22.598639455782312	69.35578082800635	CXCR4
GO_Biological_Process_2021	regulation of small GTPase mediated signal transduction (GO:0051056)	2/141	0.0485159985807625	0.2076223935395611	0	0	5.938549160671463	17.96922826755323	SYDE2;RHOU
GO_Biological_Process_2021	eye morphogenesis (GO:0048592)	1/20	0.0488525499820277	0.2076223935395611	0	0	21.40816326530612	64.63014669364038	FBN2
GO_Biological_Process_2021	cellular response to interferon-beta (GO:0035458)	1/20	0.0488525499820277	0.2076223935395611	0	0	21.40816326530612	64.63014669364038	IFITM2
GO_Biological_Process_2021	negative regulation of viral life cycle (GO:1903901)	1/20	0.0488525499820277	0.2076223935395611	0	0	21.40816326530612	64.63014669364038	IFITM2
GO_Biological_Process_2021	regulation of lymphocyte differentiation (GO:0045619)	1/20	0.0488525499820277	0.2076223935395611	0	0	21.40816326530612	64.63014669364038	ZFP36L1
GO_Biological_Process_2021	energy reserve metabolic process (GO:0006112)	1/20	0.0488525499820277	0.2076223935395611	0	0	21.40816326530612	64.63014669364038	PPP1R3C
GO_Biological_Process_2021	negative regulation of response to wounding (GO:1903035)	1/21	0.0512327930672156	0.2076223935395611	0	0	20.336734693877556	60.42807445408675	CRK
GO_Biological_Process_2021	nuclear envelope organization (GO:0006998)	1/21	0.0512327930672156	0.2076223935395611	0	0	20.336734693877556	60.42807445408675	LEMD3
GO_Biological_Process_2021	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	2/149	0.0535249876216422	0.2076223935395611	0	0	5.613095238095238	16.432935090777736	CSNK1E;HAUS2
GO_Biological_Process_2021	regulation of adenylate cyclase activity (GO:0045761)	1/22	0.0536071985992547	0.2076223935395611	0	0	19.367346938775512	56.67024999786951	CRHR1
GO_Biological_Process_2021	regulation of voltage-gated calcium channel activity (GO:1901385)	1/22	0.0536071985992547	0.2076223935395611	0	0	19.367346938775512	56.67024999786951	CRHR1
GO_Biological_Process_2021	negative regulation of myeloid cell differentiation (GO:0045638)	1/22	0.0536071985992547	0.2076223935395611	0	0	19.367346938775512	56.67024999786951	ZFP36L1
GO_Biological_Process_2021	cell projection assembly (GO:0030031)	1/22	0.0536071985992547	0.2076223935395611	0	0	19.367346938775512	56.67024999786951	RHOU
GO_Biological_Process_2021	cellular response to osmotic stress (GO:0071470)	1/22	0.0536071985992547	0.2076223935395611	0	0	19.367346938775512	56.67024999786951	ZFP36L1
GO_Biological_Process_2021	response to cytokine (GO:0034097)	2/150	0.0541636617411515	0.2076223935395611	0	0	5.574887387387387	16.25495026487543	IFITM2;CXCR4
GO_Biological_Process_2021	cellular response to organic cyclic compound (GO:0071407)	2/150	0.0541636617411515	0.2076223935395611	0	0	5.574887387387387	16.25495026487543	TIPARP;ZFP36L1
GO_Biological_Process_2021	ERK1 and ERK2 cascade (GO:0070371)	1/23	0.0559757805878795	0.2076223935395611	0	0	18.4860853432282	53.29235549319145	ZFP36L1
GO_Biological_Process_2021	positive regulation of epithelial cell apoptotic process (GO:1904037)	1/23	0.0559757805878795	0.2076223935395611	0	0	18.4860853432282	53.29235549319145	ITGA4
GO_Biological_Process_2021	response to copper ion (GO:0046688)	1/23	0.0559757805878795	0.2076223935395611	0	0	18.4860853432282	53.29235549319145	MT1F
GO_Biological_Process_2021	supramolecular fiber organization (GO:0097435)	3/351	0.0573776228581519	0.2076223935395611	0	0	3.595377842993397	10.275952639346544	ACTC1;P4HA1;STMN4
GO_Biological_Process_2021	positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	1/24	0.0583385530130099	0.2076223935395611	0	0	17.68145519077196	50.24171555062859	RNF111
GO_Biological_Process_2021	cardiac muscle cell development (GO:0055013)	1/24	0.0583385530130099	0.2076223935395611	0	0	17.68145519077196	50.24171555062859	ACTC1
GO_Biological_Process_2021	positive regulation of p38MAPK cascade (GO:1900745)	1/24	0.0583385530130099	0.2076223935395611	0	0	17.68145519077196	50.24171555062859	GADD45B
GO_Biological_Process_2021	regulation of keratinocyte proliferation (GO:0010837)	1/24	0.0583385530130099	0.2076223935395611	0	0	17.68145519077196	50.24171555062859	ZFP36L1
GO_Biological_Process_2021	positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	1/24	0.0583385530130099	0.2076223935395611	0	0	17.68145519077196	50.24171555062859	RNF111
GO_Biological_Process_2021	protein kinase B signaling (GO:0043491)	1/24	0.0583385530130099	0.2076223935395611	0	0	17.68145519077196	50.24171555062859	ZFP36L1
GO_Biological_Process_2021	regulation of epidermal cell differentiation (GO:0045604)	1/25	0.0606955298241754	0.2076223935395611	0	0	16.943877551020407	47.47480020477031	ZFP36L1
GO_Biological_Process_2021	global genome nucleotide-excision repair (GO:0070911)	1/26	0.0630467249540435	0.2076223935395611	0	0	16.26530612244898	44.95534064809558	RNF111
GO_Biological_Process_2021	negative regulation of macroautophagy (GO:0016242)	1/26	0.0630467249540435	0.2076223935395611	0	0	16.26530612244898	44.95534064809558	SCFD1
GO_Biological_Process_2021	regulation of glycogen biosynthetic process (GO:0005979)	1/26	0.0630467249540435	0.2076223935395611	0	0	16.26530612244898	44.95534064809558	PPP1R3C
GO_Biological_Process_2021	acute inflammatory response (GO:0002526)	1/27	0.0653921522588676	0.2076223935395611	0	0	15.638932496075354	42.652889831563165	HP
GO_Biological_Process_2021	negative regulation of catalytic activity (GO:0043086)	1/27	0.0653921522588676	0.2076223935395611	0	0	15.638932496075354	42.652889831563165	HP
GO_Biological_Process_2021	negative regulation of cation channel activity (GO:2001258)	1/27	0.0653921522588676	0.2076223935395611	0	0	15.638932496075354	42.652889831563165	CRHR1
GO_Biological_Process_2021	response to glucocorticoid (GO:0051384)	1/27	0.0653921522588676	0.2076223935395611	0	0	15.638932496075354	42.652889831563165	ZFP36L1
GO_Biological_Process_2021	camera-type eye development (GO:0043010)	1/27	0.0653921522588676	0.2076223935395611	0	0	15.638932496075354	42.652889831563165	FBN2
GO_Biological_Process_2021	cellular response to cadmium ion (GO:0071276)	1/27	0.0653921522588676	0.2076223935395611	0	0	15.638932496075354	42.652889831563165	MT1F
GO_Biological_Process_2021	microtubule polymerization or depolymerization (GO:0031109)	1/27	0.0653921522588676	0.2076223935395611	0	0	15.638932496075354	42.652889831563165	STMN4
GO_Biological_Process_2021	peptide hormone secretion (GO:0030072)	1/27	0.0653921522588676	0.2076223935395611	0	0	15.638932496075354	42.652889831563165	CRHR1
GO_Biological_Process_2021	protein export from nucleus (GO:0006611)	1/27	0.0653921522588676	0.2076223935395611	0	0	15.638932496075354	42.652889831563165	STRADA
GO_Biological_Process_2021	regulation of protein transport (GO:0051223)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	SCFD1
GO_Biological_Process_2021	negative regulation of calcium ion transmembrane transporter activity (GO:1901020)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	CRHR1
GO_Biological_Process_2021	receptor clustering (GO:0043113)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	ITGA4
GO_Biological_Process_2021	regulation of B cell activation (GO:0050864)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	ZFP36L1
GO_Biological_Process_2021	regulation of calcium-mediated signaling (GO:0050848)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	TMBIM4
GO_Biological_Process_2021	glycogen metabolic process (GO:0005977)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	PPP1R3C
GO_Biological_Process_2021	response to interferon-beta (GO:0035456)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	IFITM2
GO_Biological_Process_2021	cellular response to epidermal growth factor stimulus (GO:0071364)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	ZFP36L1
GO_Biological_Process_2021	leukocyte cell-cell adhesion (GO:0007159)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	ITGA4
GO_Biological_Process_2021	cellular zinc ion homeostasis (GO:0006882)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	MT1F
GO_Biological_Process_2021	regulation of microtubule polymerization or depolymerization (GO:0031110)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	STMN4
GO_Biological_Process_2021	protein depolymerization (GO:0051261)	1/28	0.0677318256109869	0.2076223935395611	0	0	15.058956916099774	40.54171043527237	STMN4
GO_Biological_Process_2021	nuclear-transcribed mRNA catabolic process (GO:0000956)	2/171	0.0681810821272572	0.2076423864784652	0	0	4.876972386587771	13.097539204308813	RPS4Y1;ZFP36L1
GO_Biological_Process_2021	response to cadmium ion (GO:0046686)	1/29	0.0700657588372089	0.207980005662348	0	0	14.520408163265309	38.5999069065122	MT1F
GO_Biological_Process_2021	response to zinc ion (GO:0010043)	1/29	0.0700657588372089	0.207980005662348	0	0	14.520408163265309	38.5999069065122	MT1F
GO_Biological_Process_2021	negative regulation of wound healing (GO:0061045)	1/29	0.0700657588372089	0.207980005662348	0	0	14.520408163265309	38.5999069065122	CRK
GO_Biological_Process_2021	protein ADP-ribosylation (GO:0006471)	1/29	0.0700657588372089	0.207980005662348	0	0	14.520408163265309	38.5999069065122	TIPARP
GO_Biological_Process_2021	heterotypic cell-cell adhesion (GO:0034113)	1/30	0.0723939657090184	0.210886769674097	0	0	14.019000703729768	36.80874147674154	ITGA4
GO_Biological_Process_2021	cell projection organization (GO:0030030)	1/30	0.0723939657090184	0.210886769674097	0	0	14.019000703729768	36.80874147674154	RHOU
GO_Biological_Process_2021	zinc ion homeostasis (GO:0055069)	1/30	0.0723939657090184	0.210886769674097	0	0	14.019000703729768	36.80874147674154	MT1F
GO_Biological_Process_2021	cellular response to cAMP (GO:0071320)	1/31	0.0747164600026276	0.2136708520806851	0	0	13.551020408163266	35.15209038871121	ZFP36L1
GO_Biological_Process_2021	positive regulation of protein targeting to mitochondrion (GO:1903955)	1/31	0.0747164600026276	0.2136708520806851	0	0	13.551020408163266	35.15209038871121	RHOU
GO_Biological_Process_2021	protein acetylation (GO:0006473)	1/31	0.0747164600026276	0.2136708520806851	0	0	13.551020408163266	35.15209038871121	NAA35
GO_Biological_Process_2021	regulation of chemotaxis (GO:0050920)	1/32	0.0770332554327668	0.2163389029818422	0	0	13.113232389730086	33.61600807740255	CXCR4
GO_Biological_Process_2021	cardiac muscle tissue morphogenesis (GO:0055008)	1/32	0.0770332554327668	0.2163389029818422	0	0	13.113232389730086	33.61600807740255	ACTC1
GO_Biological_Process_2021	endodermal cell differentiation (GO:0035987)	1/32	0.0770332554327668	0.2163389029818422	0	0	13.113232389730086	33.61600807740255	ITGA4
GO_Biological_Process_2021	regulation of keratinocyte differentiation (GO:0045616)	1/34	0.0816498044624026	0.2218348421880335	0	0	12.317254174397032	30.85861216573232	ZFP36L1
GO_Biological_Process_2021	regulation of myoblast differentiation (GO:0045661)	1/34	0.0816498044624026	0.2218348421880335	0	0	12.317254174397032	30.85861216573232	ZFP36L1
GO_Biological_Process_2021	phosphatidylinositol 3-kinase signaling (GO:0014065)	1/34	0.0816498044624026	0.2218348421880335	0	0	12.317254174397032	30.85861216573232	ZFP36L1
GO_Biological_Process_2021	regulation of autophagosome assembly (GO:2000785)	1/35	0.0839495853612937	0.2218348421880335	0	0	11.95438175270108	29.61744503578088	SCFD1
GO_Biological_Process_2021	negative regulation of organelle assembly (GO:1902116)	1/35	0.0839495853612937	0.2218348421880335	0	0	11.95438175270108	29.61744503578088	SCFD1
GO_Biological_Process_2021	cellular response to amyloid-beta (GO:1904646)	1/35	0.0839495853612937	0.2218348421880335	0	0	11.95438175270108	29.61744503578088	ITGA4
GO_Biological_Process_2021	activation of adenylate cyclase activity (GO:0007190)	1/36	0.0862437219743075	0.2218348421880335	0	0	11.612244897959185	28.456712045041098	CRHR1
GO_Biological_Process_2021	positive regulation of bone mineralization (GO:0030501)	1/36	0.0862437219743075	0.2218348421880335	0	0	11.612244897959185	28.456712045041098	FBN2
GO_Biological_Process_2021	positive regulation of cytokine-mediated signaling pathway (GO:0001961)	1/36	0.0862437219743075	0.2218348421880335	0	0	11.612244897959185	28.456712045041098	CXCR4
GO_Biological_Process_2021	positive regulation of myeloid leukocyte differentiation (GO:0002763)	1/36	0.0862437219743075	0.2218348421880335	0	0	11.612244897959185	28.456712045041098	ZFP36L1
GO_Biological_Process_2021	positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	1/36	0.0862437219743075	0.2218348421880335	0	0	11.612244897959185	28.456712045041098	CRK
GO_Biological_Process_2021	regulation of mRNA processing (GO:0050684)	1/36	0.0862437219743075	0.2218348421880335	0	0	11.612244897959185	28.456712045041098	ZFP36L1
GO_Biological_Process_2021	endoderm formation (GO:0001706)	1/36	0.0862437219743075	0.2218348421880335	0	0	11.612244897959185	28.456712045041098	ITGA4
