Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	endodermal cell differentiation (GO:0035987)	1/32	7.703326e-02	2.163389e-01	0	0	1.311323e+01	3.361601e+01	ITGA4
GO_Biological_Process_2021	regulation of keratinocyte differentiation (GO:0045616)	1/34	8.164980e-02	2.218348e-01	0	0	1.231725e+01	3.085861e+01	ZFP36L1
GO_Biological_Process_2021	regulation of myoblast differentiation (GO:0045661)	1/34	8.164980e-02	2.218348e-01	0	0	1.231725e+01	3.085861e+01	ZFP36L1
GO_Biological_Process_2021	phosphatidylinositol 3-kinase signaling (GO:0014065)	1/34	8.164980e-02	2.218348e-01	0	0	1.231725e+01	3.085861e+01	ZFP36L1
GO_Biological_Process_2021	regulation of autophagosome assembly (GO:2000785)	1/35	8.394959e-02	2.218348e-01	0	0	1.195438e+01	2.961745e+01	SCFD1
GO_Biological_Process_2021	negative regulation of organelle assembly (GO:1902116)	1/35	8.394959e-02	2.218348e-01	0	0	1.195438e+01	2.961745e+01	SCFD1
GO_Biological_Process_2021	cellular response to amyloid-beta (GO:1904646)	1/35	8.394959e-02	2.218348e-01	0	0	1.195438e+01	2.961745e+01	ITGA4
GO_Biological_Process_2021	activation of adenylate cyclase activity (GO:0007190)	1/36	8.624372e-02	2.218348e-01	0	0	1.161224e+01	2.845671e+01	CRHR1
GO_Biological_Process_2021	positive regulation of bone mineralization (GO:0030501)	1/36	8.624372e-02	2.218348e-01	0	0	1.161224e+01	2.845671e+01	FBN2
GO_Biological_Process_2021	positive regulation of cytokine-mediated signaling pathway (GO:0001961)	1/36	8.624372e-02	2.218348e-01	0	0	1.161224e+01	2.845671e+01	CXCR4
GO_Biological_Process_2021	positive regulation of myeloid leukocyte differentiation (GO:0002763)	1/36	8.624372e-02	2.218348e-01	0	0	1.161224e+01	2.845671e+01	ZFP36L1
GO_Biological_Process_2021	positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	1/36	8.624372e-02	2.218348e-01	0	0	1.161224e+01	2.845671e+01	CRK
GO_Biological_Process_2021	regulation of mRNA processing (GO:0050684)	1/36	8.624372e-02	2.218348e-01	0	0	1.161224e+01	2.845671e+01	ZFP36L1
GO_Biological_Process_2021	endoderm formation (GO:0001706)	1/36	8.624372e-02	2.218348e-01	0	0	1.161224e+01	2.845671e+01	ITGA4
GO_Biological_Process_2021	positive regulation of calcium ion transport (GO:0051928)	1/37	8.853223e-02	2.218348e-01	0	0	1.128912e+01	2.736920e+01	STIM2
GO_Biological_Process_2021	regulation of transport (GO:0051049)	1/37	8.853223e-02	2.218348e-01	0	0	1.128912e+01	2.736920e+01	SCFD1
GO_Biological_Process_2021	regulation of erythrocyte differentiation (GO:0045646)	1/37	8.853223e-02	2.218348e-01	0	0	1.128912e+01	2.736920e+01	ZFP36L1
GO_Biological_Process_2021	regulation of microtubule cytoskeleton organization (GO:0070507)	1/37	8.853223e-02	2.218348e-01	0	0	1.128912e+01	2.736920e+01	STMN4
GO_Biological_Process_2021	regulation of p38MAPK cascade (GO:1900744)	1/37	8.853223e-02	2.218348e-01	0	0	1.128912e+01	2.736920e+01	GADD45B
GO_Biological_Process_2021	protein insertion into ER membrane (GO:0045048)	1/37	8.853223e-02	2.218348e-01	0	0	1.128912e+01	2.736920e+01	MMGT1
GO_Biological_Process_2021	actin-myosin filament sliding (GO:0033275)	1/38	9.081512e-02	2.218348e-01	0	0	1.098345e+01	2.634853e+01	ACTC1
GO_Biological_Process_2021	regulation of cell communication (GO:0010646)	1/38	9.081512e-02	2.218348e-01	0	0	1.098345e+01	2.634853e+01	CRK
GO_Biological_Process_2021	response to cAMP (GO:0051591)	1/38	9.081512e-02	2.218348e-01	0	0	1.098345e+01	2.634853e+01	ZFP36L1
GO_Biological_Process_2021	histone exchange (GO:0043486)	1/38	9.081512e-02	2.218348e-01	0	0	1.098345e+01	2.634853e+01	ACTR6
GO_Biological_Process_2021	mRNA destabilization (GO:0061157)	1/38	9.081512e-02	2.218348e-01	0	0	1.098345e+01	2.634853e+01	ZFP36L1
GO_Biological_Process_2021	muscle filament sliding (GO:0030049)	1/38	9.081512e-02	2.218348e-01	0	0	1.098345e+01	2.634853e+01	ACTC1
GO_Biological_Process_2021	regulation of protein targeting to mitochondrion (GO:1903214)	1/39	9.309240e-02	2.227568e-01	0	0	1.069388e+01	2.538901e+01	RHOU
GO_Biological_Process_2021	regulation of viral entry into host cell (GO:0046596)	1/39	9.309240e-02	2.227568e-01	0	0	1.069388e+01	2.538901e+01	IFITM2
GO_Biological_Process_2021	regulation of intracellular transport (GO:0032386)	1/39	9.309240e-02	2.227568e-01	0	0	1.069388e+01	2.538901e+01	SCFD1
GO_Biological_Process_2021	mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	1/39	9.309240e-02	2.227568e-01	0	0	1.069388e+01	2.538901e+01	NDUFS5
GO_Biological_Process_2021	positive regulation of ossification (GO:0045778)	1/40	9.536410e-02	2.266761e-01	0	0	1.041915e+01	2.448556e+01	FBN2
GO_Biological_Process_2021	mitotic cell cycle phase transition (GO:0044772)	2/209	9.612847e-02	2.266761e-01	0	0	3.974034e+00	9.307464e+00	CSNK1E;HAUS2
GO_Biological_Process_2021	regulation of response to DNA damage stimulus (GO:2001020)	1/41	9.763021e-02	2.266761e-01	0	0	1.015816e+01	2.363366e+01	NPAS2
GO_Biological_Process_2021	positive regulation of biomineral tissue development (GO:0070169)	1/41	9.763021e-02	2.266761e-01	0	0	1.015816e+01	2.363366e+01	FBN2
GO_Biological_Process_2021	heart contraction (GO:0060047)	1/41	9.763021e-02	2.266761e-01	0	0	1.015816e+01	2.363366e+01	ACTC1
GO_Biological_Process_2021	T cell differentiation (GO:0030217)	1/41	9.763021e-02	2.266761e-01	0	0	1.015816e+01	2.363366e+01	ZFP36L1
GO_Biological_Process_2021	ATP-dependent chromatin remodeling (GO:0043044)	1/42	9.989077e-02	2.296508e-01	0	0	9.909905e+00	2.282923e+01	ACTR6
GO_Biological_Process_2021	skeletal system morphogenesis (GO:0048705)	1/42	9.989077e-02	2.296508e-01	0	0	9.909905e+00	2.282923e+01	FBN2
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	2/216	1.015881e-01	2.298656e-01	0	0	3.842679e+00	8.787548e+00	FBN2;ITGA4
GO_Biological_Process_2021	myofibril assembly (GO:0030239)	1/43	1.021458e-01	2.298656e-01	0	0	9.673469e+00	2.206861e+01	ACTC1
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	2/217	1.023752e-01	2.298656e-01	0	0	3.824612e+00	8.716717e+00	FBN2;ITGA4
GO_Biological_Process_2021	response to amyloid-beta (GO:1904645)	1/44	1.043952e-01	2.298656e-01	0	0	9.448030e+00	2.134850e+01	ITGA4
GO_Biological_Process_2021	regulation of endothelial cell apoptotic process (GO:2000351)	1/44	1.043952e-01	2.298656e-01	0	0	9.448030e+00	2.134850e+01	ITGA4
GO_Biological_Process_2021	positive regulation of mRNA catabolic process (GO:0061014)	1/44	1.043952e-01	2.298656e-01	0	0	9.448030e+00	2.134850e+01	ZFP36L1
GO_Biological_Process_2021	positive regulation of osteoblast differentiation (GO:0045669)	1/44	1.043952e-01	2.298656e-01	0	0	9.448030e+00	2.134850e+01	FBN2
GO_Biological_Process_2021	neurogenesis (GO:0022008)	1/44	1.043952e-01	2.298656e-01	0	0	9.448030e+00	2.134850e+01	CXCR4
GO_Biological_Process_2021	embryonic organ morphogenesis (GO:0048562)	1/44	1.043952e-01	2.298656e-01	0	0	9.448030e+00	2.134850e+01	FBN2
GO_Biological_Process_2021	regulation of DNA repair (GO:0006282)	1/45	1.066392e-01	2.315453e-01	0	0	9.232839e+00	2.066590e+01	NPAS2
GO_Biological_Process_2021	cellular response to radiation (GO:0071478)	1/45	1.066392e-01	2.315453e-01	0	0	9.232839e+00	2.066590e+01	OPN1SW
GO_Biological_Process_2021	zymogen activation (GO:0031638)	1/45	1.066392e-01	2.315453e-01	0	0	9.232839e+00	2.066590e+01	HP
GO_Biological_Process_2021	regulation of cellular protein localization (GO:1903827)	1/46	1.088776e-01	2.352015e-01	0	0	9.027211e+00	2.001812e+01	CSNK1E
GO_Biological_Process_2021	regulation of wound healing (GO:0061041)	1/47	1.111106e-01	2.352015e-01	0	0	8.830524e+00	1.940269e+01	CRK
GO_Biological_Process_2021	polyol metabolic process (GO:0019751)	1/47	1.111106e-01	2.352015e-01	0	0	8.830524e+00	1.940269e+01	ISYNA1
GO_Biological_Process_2021	inflammatory response (GO:0006954)	2/230	1.127586e-01	2.352015e-01	0	0	3.604167e+00	7.866115e+00	HP;CXCR4
GO_Biological_Process_2021	positive regulation of DNA repair (GO:0045739)	1/48	1.133380e-01	2.352015e-01	0	0	8.642206e+00	1.881737e+01	NPAS2
GO_Biological_Process_2021	negative regulation of mitotic cell cycle (GO:0045930)	1/48	1.133380e-01	2.352015e-01	0	0	8.642206e+00	1.881737e+01	ZFP36L1
GO_Biological_Process_2021	inositol phosphate metabolic process (GO:0043647)	1/48	1.133380e-01	2.352015e-01	0	0	8.642206e+00	1.881737e+01	ISYNA1
GO_Biological_Process_2021	substrate adhesion-dependent cell spreading (GO:0034446)	1/48	1.133380e-01	2.352015e-01	0	0	8.642206e+00	1.881737e+01	ITGA4
GO_Biological_Process_2021	nucleus organization (GO:0006997)	1/48	1.133380e-01	2.352015e-01	0	0	8.642206e+00	1.881737e+01	LEMD3
GO_Biological_Process_2021	myelination (GO:0042552)	1/48	1.133380e-01	2.352015e-01	0	0	8.642206e+00	1.881737e+01	CXCR4
GO_Biological_Process_2021	response to hydrogen peroxide (GO:0042542)	1/49	1.155600e-01	2.377089e-01	0	0	8.461735e+00	1.826013e+01	HP
GO_Biological_Process_2021	regulation of cellular localization (GO:0060341)	1/49	1.155600e-01	2.377089e-01	0	0	8.461735e+00	1.826013e+01	CSNK1E
GO_Biological_Process_2021	positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	1/50	1.177765e-01	2.401617e-01	0	0	8.288630e+00	1.772910e+01	CRK
GO_Biological_Process_2021	positive regulation of ion transport (GO:0043270)	1/50	1.177765e-01	2.401617e-01	0	0	8.288630e+00	1.772910e+01	STIM2
GO_Biological_Process_2021	regulation of substrate adhesion-dependent cell spreading (GO:1900024)	1/51	1.199876e-01	2.415201e-01	0	0	8.122449e+00	1.722257e+01	CRK
GO_Biological_Process_2021	positive regulation of fat cell differentiation (GO:0045600)	1/51	1.199876e-01	2.415201e-01	0	0	8.122449e+00	1.722257e+01	ZFP36L1
GO_Biological_Process_2021	blood circulation (GO:0008015)	1/51	1.199876e-01	2.415201e-01	0	0	8.122449e+00	1.722257e+01	ACTC1
GO_Biological_Process_2021	negative regulation of BMP signaling pathway (GO:0030514)	1/52	1.221933e-01	2.428332e-01	0	0	7.962785e+00	1.673898e+01	LEMD3
GO_Biological_Process_2021	ameboidal-type cell migration (GO:0001667)	1/52	1.221933e-01	2.428332e-01	0	0	7.962785e+00	1.673898e+01	ITGA4
GO_Biological_Process_2021	response to peptide hormone (GO:0043434)	1/52	1.221933e-01	2.428332e-01	0	0	7.962785e+00	1.673898e+01	ZFP36L1
GO_Biological_Process_2021	heart morphogenesis (GO:0003007)	1/53	1.243935e-01	2.451284e-01	0	0	7.809262e+00	1.627689e+01	ACTC1
GO_Biological_Process_2021	cardiac muscle tissue development (GO:0048738)	1/53	1.243935e-01	2.451284e-01	0	0	7.809262e+00	1.627689e+01	ACTC1
GO_Biological_Process_2021	negative regulation of viral genome replication (GO:0045071)	1/54	1.265883e-01	2.484097e-01	0	0	7.661533e+00	1.583497e+01	IFITM2
GO_Biological_Process_2021	positive regulation of response to DNA damage stimulus (GO:2001022)	1/55	1.287778e-01	2.516532e-01	0	0	7.519274e+00	1.541201e+01	NPAS2
GO_Biological_Process_2021	positive regulation of establishment of protein localization to mitochondrion (GO:1903749)	1/56	1.309618e-01	2.538062e-01	0	0	7.382189e+00	1.500688e+01	RHOU
GO_Biological_Process_2021	Rho protein signal transduction (GO:0007266)	1/56	1.309618e-01	2.538062e-01	0	0	7.382189e+00	1.500688e+01	RHOU
GO_Biological_Process_2021	regulation of bone mineralization (GO:0030500)	1/57	1.331405e-01	2.569320e-01	0	0	7.250000e+00	1.461854e+01	FBN2
GO_Biological_Process_2021	eye development (GO:0001654)	1/58	1.353139e-01	2.569320e-01	0	0	7.122449e+00	1.424603e+01	FBN2
GO_Biological_Process_2021	regulation of calcium ion transport (GO:0051924)	1/58	1.353139e-01	2.569320e-01	0	0	7.122449e+00	1.424603e+01	STIM2
GO_Biological_Process_2021	mitochondrial respiratory chain complex I assembly (GO:0032981)	1/58	1.353139e-01	2.569320e-01	0	0	7.122449e+00	1.424603e+01	NDUFS5
GO_Biological_Process_2021	NADH dehydrogenase complex assembly (GO:0010257)	1/58	1.353139e-01	2.569320e-01	0	0	7.122449e+00	1.424603e+01	NDUFS5
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	2/258	1.359834e-01	2.571622e-01	0	0	3.205404e+00	6.395493e+00	FBN2;ZFP36L1
GO_Biological_Process_2021	response to reactive oxygen species (GO:0000302)	1/59	1.374819e-01	2.589518e-01	0	0	6.999296e+00	1.388845e+01	HP
GO_Biological_Process_2021	response to organic cyclic compound (GO:0014070)	1/60	1.396445e-01	2.619731e-01	0	0	6.880318e+00	1.354497e+01	TIPARP
GO_Biological_Process_2021	B cell differentiation (GO:0030183)	1/61	1.418019e-01	2.639091e-01	0	0	6.765306e+00	1.321484e+01	ITGA4
GO_Biological_Process_2021	response to light stimulus (GO:0009416)	1/61	1.418019e-01	2.639091e-01	0	0	6.765306e+00	1.321484e+01	OPN1SW
GO_Biological_Process_2021	stress-activated MAPK cascade (GO:0051403)	1/62	1.439539e-01	2.645607e-01	0	0	6.654065e+00	1.289732e+01	ZFP36L1
GO_Biological_Process_2021	central nervous system development (GO:0007417)	2/268	1.445246e-01	2.645607e-01	0	0	3.083333e+00	5.964108e+00	CXCR4;NPAS2
GO_Biological_Process_2021	anterior/posterior pattern specification (GO:0009952)	1/63	1.461007e-01	2.645607e-01	0	0	6.546412e+00	1.259176e+01	HES4
GO_Biological_Process_2021	positive regulation of DNA metabolic process (GO:0051054)	1/63	1.461007e-01	2.645607e-01	0	0	6.546412e+00	1.259176e+01	NPAS2
GO_Biological_Process_2021	COPII vesicle coating (GO:0048208)	1/63	1.461007e-01	2.645607e-01	0	0	6.546412e+00	1.259176e+01	SCFD1
GO_Biological_Process_2021	vesicle coating (GO:0006901)	1/63	1.461007e-01	2.645607e-01	0	0	6.546412e+00	1.259176e+01	SCFD1
GO_Biological_Process_2021	vesicle targeting, rough ER to cis-Golgi (GO:0048207)	1/63	1.461007e-01	2.645607e-01	0	0	6.546412e+00	1.259176e+01	SCFD1
GO_Biological_Process_2021	diterpenoid metabolic process (GO:0016101)	1/64	1.482422e-01	2.663816e-01	0	0	6.442177e+00	1.229752e+01	OPN1SW
GO_Biological_Process_2021	plasma membrane organization (GO:0007009)	1/64	1.482422e-01	2.663816e-01	0	0	6.442177e+00	1.229752e+01	CXCR4
GO_Biological_Process_2021	cellular response to type I interferon (GO:0071357)	1/65	1.503784e-01	2.681653e-01	0	0	6.341199e+00	1.201404e+01	IFITM2
GO_Biological_Process_2021	type I interferon signaling pathway (GO:0060337)	1/65	1.503784e-01	2.681653e-01	0	0	6.341199e+00	1.201404e+01	IFITM2
GO_Biological_Process_2021	positive regulation of cell death (GO:0010942)	1/66	1.525094e-01	2.699129e-01	0	0	6.243328e+00	1.174076e+01	HP
GO_Biological_Process_2021	regulation of protein localization (GO:0032880)	1/66	1.525094e-01	2.699129e-01	0	0	6.243328e+00	1.174076e+01	CSNK1E
GO_Biological_Process_2021	positive regulation of catabolic process (GO:0009896)	1/67	1.546351e-01	2.706115e-01	0	0	6.148423e+00	1.147718e+01	TIPARP
GO_Biological_Process_2021	regulation of viral genome replication (GO:0045069)	1/67	1.546351e-01	2.706115e-01	0	0	6.148423e+00	1.147718e+01	IFITM2
GO_Biological_Process_2021	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	1/67	1.546351e-01	2.706115e-01	0	0	6.148423e+00	1.147718e+01	CRK
GO_Biological_Process_2021	canonical Wnt signaling pathway (GO:0060070)	1/68	1.567556e-01	2.725636e-01	0	0	6.056351e+00	1.122282e+01	CSNK1E
GO_Biological_Process_2021	negative regulation of cellular catabolic process (GO:0031330)	1/69	1.588709e-01	2.725636e-01	0	0	5.966987e+00	1.097725e+01	HP
GO_Biological_Process_2021	cell chemotaxis (GO:0060326)	1/69	1.588709e-01	2.725636e-01	0	0	5.966987e+00	1.097725e+01	CXCR4
GO_Biological_Process_2021	cellular response to decreased oxygen levels (GO:0036294)	1/69	1.588709e-01	2.725636e-01	0	0	5.966987e+00	1.097725e+01	ZFP36L1
GO_Biological_Process_2021	aerobic electron transport chain (GO:0019646)	1/70	1.609810e-01	2.725636e-01	0	0	5.880213e+00	1.074002e+01	NDUFS5
GO_Biological_Process_2021	positive regulation of cell-substrate adhesion (GO:0010811)	1/70	1.609810e-01	2.725636e-01	0	0	5.880213e+00	1.074002e+01	CRK
GO_Biological_Process_2021	cellular response to light stimulus (GO:0071482)	1/70	1.609810e-01	2.725636e-01	0	0	5.880213e+00	1.074002e+01	OPN1SW
GO_Biological_Process_2021	negative regulation of viral process (GO:0048525)	1/70	1.609810e-01	2.725636e-01	0	0	5.880213e+00	1.074002e+01	IFITM2
GO_Biological_Process_2021	COPII-coated vesicle budding (GO:0090114)	1/70	1.609810e-01	2.725636e-01	0	0	5.880213e+00	1.074002e+01	SCFD1
GO_Biological_Process_2021	Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	1/71	1.630860e-01	2.731690e-01	0	0	5.795918e+00	1.051077e+01	CRK
GO_Biological_Process_2021	mitochondrial ATP synthesis coupled electron transport (GO:0042775)	1/71	1.630860e-01	2.731690e-01	0	0	5.795918e+00	1.051077e+01	NDUFS5
GO_Biological_Process_2021	phosphatidylinositol-mediated signaling (GO:0048015)	1/71	1.630860e-01	2.731690e-01	0	0	5.795918e+00	1.051077e+01	ZFP36L1
GO_Biological_Process_2021	Fc-gamma receptor signaling pathway (GO:0038094)	1/72	1.651857e-01	2.747237e-01	0	0	5.713998e+00	1.028911e+01	CRK
GO_Biological_Process_2021	cell morphogenesis involved in differentiation (GO:0000904)	1/72	1.651857e-01	2.747237e-01	0	0	5.713998e+00	1.028911e+01	ITGA4
GO_Biological_Process_2021	regulation of actin filament-based process (GO:0032970)	1/73	1.672803e-01	2.752788e-01	0	0	5.634354e+00	1.007470e+01	CRK
GO_Biological_Process_2021	positive regulation of JNK cascade (GO:0046330)	1/73	1.672803e-01	2.752788e-01	0	0	5.634354e+00	1.007470e+01	GADD45B
GO_Biological_Process_2021	regulation of hydrolase activity (GO:0051336)	1/73	1.672803e-01	2.752788e-01	0	0	5.634354e+00	1.007470e+01	CRK
GO_Biological_Process_2021	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	1/74	1.693697e-01	2.777426e-01	0	0	5.556891e+00	9.867213e+00	CRK
GO_Biological_Process_2021	actomyosin structure organization (GO:0031032)	1/76	1.735331e-01	2.806450e-01	0	0	5.408163e+00	9.471785e+00	ACTC1
GO_Biological_Process_2021	regulation of BMP signaling pathway (GO:0030510)	1/76	1.735331e-01	2.806450e-01	0	0	5.408163e+00	9.471785e+00	LEMD3
GO_Biological_Process_2021	RNA transport (GO:0050658)	1/76	1.735331e-01	2.806450e-01	0	0	5.408163e+00	9.471785e+00	ZFP36L1
GO_Biological_Process_2021	cellular response to hormone stimulus (GO:0032870)	1/76	1.735331e-01	2.806450e-01	0	0	5.408163e+00	9.471785e+00	ZFP36L1
GO_Biological_Process_2021	positive regulation of endothelial cell proliferation (GO:0001938)	1/77	1.756072e-01	2.820540e-01	0	0	5.336735e+00	9.283280e+00	ITGA4
GO_Biological_Process_2021	cellular response to UV (GO:0034644)	1/77	1.756072e-01	2.820540e-01	0	0	5.336735e+00	9.283280e+00	OPN1SW
GO_Biological_Process_2021	positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	1/79	1.797400e-01	2.867281e-01	0	0	5.199372e+00	8.923391e+00	CSNK1E
GO_Biological_Process_2021	positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	1/79	1.797400e-01	2.867281e-01	0	0	5.199372e+00	8.923391e+00	CSNK1E
GO_Biological_Process_2021	negative regulation of cellular response to growth factor stimulus (GO:0090288)	1/80	1.817988e-01	2.870829e-01	0	0	5.133299e+00	8.751530e+00	LEMD3
GO_Biological_Process_2021	response to interferon-gamma (GO:0034341)	1/80	1.817988e-01	2.870829e-01	0	0	5.133299e+00	8.751530e+00	IFITM2
GO_Biological_Process_2021	regulation of fat cell differentiation (GO:0045598)	1/80	1.817988e-01	2.870829e-01	0	0	5.133299e+00	8.751530e+00	ZFP36L1
GO_Biological_Process_2021	cilium assembly (GO:0060271)	2/314	1.851004e-01	2.913158e-01	0	0	2.622596e+00	4.423944e+00	CSNK1E;HAUS2
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	1/82	1.859011e-01	2.915974e-01	0	0	5.006047e+00	8.422875e+00	CRK
GO_Biological_Process_2021	regulation of osteoblast differentiation (GO:0045667)	1/83	1.879448e-01	2.930993e-01	0	0	4.944749e+00	8.265677e+00	FBN2
GO_Biological_Process_2021	response to insulin (GO:0032868)	1/84	1.899834e-01	2.930993e-01	0	0	4.884927e+00	8.112979e+00	ZFP36L1
GO_Biological_Process_2021	spindle assembly (GO:0051225)	1/84	1.899834e-01	2.930993e-01	0	0	4.884927e+00	8.112979e+00	HAUS2
GO_Biological_Process_2021	lymphocyte differentiation (GO:0030098)	1/84	1.899834e-01	2.930993e-01	0	0	4.884927e+00	8.112979e+00	ITGA4
GO_Biological_Process_2021	nuclear export (GO:0051168)	1/84	1.899834e-01	2.930993e-01	0	0	4.884927e+00	8.112979e+00	STRADA
GO_Biological_Process_2021	B cell activation (GO:0042113)	1/85	1.920169e-01	2.933418e-01	0	0	4.826531e+00	7.964604e+00	ITGA4
GO_Biological_Process_2021	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	1/85	1.920169e-01	2.933418e-01	0	0	4.826531e+00	7.964604e+00	SCFD1
GO_Biological_Process_2021	positive regulation of protein catabolic process (GO:0045732)	1/85	1.920169e-01	2.933418e-01	0	0	4.826531e+00	7.964604e+00	TIPARP
GO_Biological_Process_2021	positive regulation of proteasomal protein catabolic process (GO:1901800)	1/86	1.940455e-01	2.954784e-01	0	0	4.769508e+00	7.820383e+00	CSNK1E
GO_Biological_Process_2021	negative regulation of binding (GO:0051100)	1/88	1.980877e-01	2.992780e-01	0	0	4.659395e+00	7.543772e+00	CSNK1E
GO_Biological_Process_2021	metal ion transport (GO:0030001)	1/88	1.980877e-01	2.992780e-01	0	0	4.659395e+00	7.543772e+00	MMGT1
GO_Biological_Process_2021	second-messenger-mediated signaling (GO:0019932)	1/89	2.001013e-01	2.992780e-01	0	0	4.606215e+00	7.411084e+00	CXCR4
GO_Biological_Process_2021	collagen fibril organization (GO:0030199)	1/89	2.001013e-01	2.992780e-01	0	0	4.606215e+00	7.411084e+00	P4HA1
GO_Biological_Process_2021	post-Golgi vesicle-mediated transport (GO:0006892)	1/89	2.001013e-01	2.992780e-01	0	0	4.606215e+00	7.411084e+00	SCFD1
GO_Biological_Process_2021	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	1/90	2.021100e-01	2.992780e-01	0	0	4.554231e+00	7.281956e+00	RPS4Y1
GO_Biological_Process_2021	mitochondrial respiratory chain complex assembly (GO:0033108)	1/90	2.021100e-01	2.992780e-01	0	0	4.554231e+00	7.281956e+00	NDUFS5
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	3/621	2.024454e-01	2.992780e-01	0	0	1.996695e+00	3.189290e+00	IFITM2;RHOU;CRK
GO_Biological_Process_2021	regulation of actin cytoskeleton organization (GO:0032956)	1/91	2.041138e-01	2.992780e-01	0	0	4.503401e+00	7.156255e+00	CRK
GO_Biological_Process_2021	intracellular protein transport (GO:0006886)	2/336	2.050670e-01	2.992780e-01	0	0	2.447106e+00	3.877240e+00	SCFD1;STRADA
GO_Biological_Process_2021	negative regulation of mitotic cell cycle phase transition (GO:1901991)	1/92	2.061126e-01	2.992780e-01	0	0	4.453689e+00	7.033857e+00	ZFP36L1
GO_Biological_Process_2021	retinoid metabolic process (GO:0001523)	1/92	2.061126e-01	2.992780e-01	0	0	4.453689e+00	7.033857e+00	OPN1SW
GO_Biological_Process_2021	cellular response to fibroblast growth factor stimulus (GO:0044344)	1/92	2.061126e-01	2.992780e-01	0	0	4.453689e+00	7.033857e+00	ZFP36L1
GO_Biological_Process_2021	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	1/92	2.061126e-01	2.992780e-01	0	0	4.453689e+00	7.033857e+00	RNF111
GO_Biological_Process_2021	Wnt signaling pathway (GO:0016055)	1/92	2.061126e-01	2.992780e-01	0	0	4.453689e+00	7.033857e+00	CSNK1E
GO_Biological_Process_2021	regulation of epithelial cell proliferation (GO:0050678)	1/93	2.081065e-01	3.012405e-01	0	0	4.405058e+00	6.914643e+00	ZFP36L1
GO_Biological_Process_2021	negative regulation of cell death (GO:0060548)	1/94	2.100954e-01	3.013295e-01	0	0	4.357472e+00	6.798499e+00	NPAS2
GO_Biological_Process_2021	cotranslational protein targeting to membrane (GO:0006613)	1/94	2.100954e-01	3.013295e-01	0	0	4.357472e+00	6.798499e+00	RPS4Y1
GO_Biological_Process_2021	nucleosome organization (GO:0034728)	1/94	2.100954e-01	3.013295e-01	0	0	4.357472e+00	6.798499e+00	ACTR6
GO_Biological_Process_2021	regulation of vesicle-mediated transport (GO:0060627)	1/96	2.140587e-01	3.051475e-01	0	0	4.265306e+00	6.574990e+00	SCFD1
GO_Biological_Process_2021	cellular transition metal ion homeostasis (GO:0046916)	1/96	2.140587e-01	3.051475e-01	0	0	4.265306e+00	6.574990e+00	MT1F
GO_Biological_Process_2021	protein maturation (GO:0051604)	1/97	2.160330e-01	3.051792e-01	0	0	4.220663e+00	6.467423e+00	NAA35
GO_Biological_Process_2021	positive regulation of cold-induced thermogenesis (GO:0120162)	1/97	2.160330e-01	3.051792e-01	0	0	4.220663e+00	6.467423e+00	CXCR4
GO_Biological_Process_2021	calcium ion homeostasis (GO:0055074)	1/97	2.160330e-01	3.051792e-01	0	0	4.220663e+00	6.467423e+00	STIM2
GO_Biological_Process_2021	positive regulation of defense response (GO:0031349)	1/98	2.180025e-01	3.070366e-01	0	0	4.176941e+00	6.362520e+00	NPAS2
GO_Biological_Process_2021	positive regulation of stress-activated MAPK cascade (GO:0032874)	1/99	2.199671e-01	3.088760e-01	0	0	4.134111e+00	6.260189e+00	GADD45B
GO_Biological_Process_2021	cell-matrix adhesion (GO:0007160)	1/100	2.219269e-01	3.106977e-01	0	0	4.092146e+00	6.160346e+00	ITGA4
GO_Biological_Process_2021	calcium-mediated signaling (GO:0019722)	1/102	2.258320e-01	3.133586e-01	0	0	4.010709e+00	5.967791e+00	CXCR4
GO_Biological_Process_2021	regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	1/102	2.258320e-01	3.133586e-01	0	0	4.010709e+00	5.967791e+00	CSNK1E
GO_Biological_Process_2021	regulation of protein catabolic process (GO:0042176)	1/102	2.258320e-01	3.133586e-01	0	0	4.010709e+00	5.967791e+00	TIPARP
GO_Biological_Process_2021	protein targeting to ER (GO:0045047)	1/103	2.277773e-01	3.141987e-01	0	0	3.971188e+00	5.874923e+00	RPS4Y1
