Source_Node,Target_Node,Weight,Direction_Confidence
DDX3Y,DDX3X,0.0200535058975219,0.0279452035953061
AHNAK2,NEFL,0.0200531296432018,0.0007938254610987
RC3H2,COPB1,0.0200459081679582,0.9693138282145984
PPP1R37,NEURL1,0.0200321953743696,0.9718638523832692
LEMD3,STK3,0.0200261808931827,0.7521935193431316
PPP6R2,PPP6R1,0.0200222916901111,0.8117410517318653
GNA11,SEMA6B,0.0200149305164814,0.9981931109667924
SERPINA3,GFAP,0.0200060047209262,0.2006124434136802
EEF1A2,SCRT1,0.0199887007474899,0.8691725140485914
ERO1A,PDK1,0.0199817363172769,0.1944870895508525
FOS,AVPI1,0.019973799586296,0.1090704411371598
ALG10B,PTAR1,0.0199608542025089,0.1080729172695246
JUNB,IER2,0.0199551470577716,0.2289384597410368
CSDC2,LMTK3,0.0199540071189403,0.7905433372347828
PFKFB3,RNF24,0.0199449881911277,0.4715730995328259
NFIL3,KCNE4,0.0199387073516845,0.2299758727525651
STMN3,OTUB1,0.0199245456606149,0.955470057934887
WHSC1L1,SNAPC3,0.019923273473978,0.4712325422958476
SOWAHC,MPP6,0.0199122168123722,0.4939707808229317
FOSL2,SDS,0.019911915063858,0.3285258010896716
GADD45B,KLF10,0.0198651235550642,0.2844614441177459
EGR1,CYR61,0.0198488123714923,0.0328203033199935
BOP1,NDUFA11,0.0198471341282129,0.7511406410126927
KIF1A,BRSK2,0.0198401771485805,0.6020205863177523
ECI1,CACFD1,0.0198382847011089,0.3686994846398168
TGIF1,ATF3,0.0198378823697567,0.1566738338005052
ZC3H7B,TUBGCP6,0.0198333710432052,0.7430622575972923
APPL1,SYNCRIP,0.0198266301304101,0.7286768861852124
LYPLA2,IDH3G,0.0198251251131296,0.9399405567649272
GAD1,GAD2,0.0198223143815994,0.230526801180771
PFKFB4,ZNF395,0.0198145825415849,0.607833498198717
ZNF385A,MFGE8,0.019813235849142,0.9820795883113422
CAPN10,BRAT1,0.019799156114459,0.9005065958612704
CHRND,SDS,0.0197961889207363,0.4052401796813337
AC096949.1,ETNK1,0.0197818279266357,0.3974110044570966
BNIP3,IGFBP5,0.0197771172970533,0.4096856952077001
MAFF,ATF3,0.0197638478130102,0.3467698480982015
ATP13A1,TMEM129,0.0197603721171617,0.8397337569084214
SLC16A3,GPI,0.0197509936988353,0.53955472879116
STK25,GRINA,0.0197355207055807,0.9822855510765884
B4GALT2,FRS3,0.0197227820754051,0.4638549231217959
NME3,QTRT1,0.0196831170469522,0.5640136172639552
SERPINE1,ICAM1,0.0196829177439212,0.3837971493975328
FOS,BAMBI,0.0196788068860769,0.394768439580931
SH3GL1,TRAF7,0.0196724105626344,0.4886878651427517
STAT3,SLC2A5,0.0196683425456285,0.7275307310371198
AC096949.1,UBE2D1,0.0196612142026424,0.0598019339913793
APLP1,ADGRB2,0.0196610651910305,0.9240491097314352
FOSL2,GPR3,0.0196547228842973,0.501546372469871
FUT11,P4HA1,0.0196501594036817,0.6241324152119115
BNIP3L,P4HA1,0.019646244123578,0.3758073005592118
SCN4B,NEFM,0.0196446571499109,0.1534029114816935
C1QL2,SLC32A1,0.0196369774639606,0.3170685544357805
STUB1,FIS1,0.0196129996329545,0.5032571925718143
LRCH4,NBEAL2,0.0196123719215393,0.9996818043773512
KIF1A,VPS51,0.0196110438555479,0.7933716072732439
FOS,ZFP36L1,0.0196035336703062,0.1819736492645268
MAFF,FOSL2,0.0195824336260557,0.0296607642148119
PKD1,DPM3,0.0195684246718883,0.98841465050395
SERPING1,GFAP,0.0195609331130981,0.2148961195794922
SYT2,POU4F1,0.019549760967493,0.1328881434749055
RTN4RL1,SPTBN2,0.0195448528975248,0.9713622219665942
AHNAK2,SCN4B,0.0195414330810308,0.1049176142733853
MECR,ESRRB,0.0195385683327913,0.8461839217843112
CEBPB,FAM46B,0.0195156149566173,0.3263336033922421
SLK,YES1,0.0195152685046196,0.9690033823351148
ARL6IP4,MAPK3,0.0195074323564767,0.972779788145334
APBB1,SCRT1,0.019500907510519,0.9306175695323516
KCNC2,SV2C,0.0194925349205732,0.209311000482924
SPOPL,RNF38,0.0194741319864988,0.474360679443203
ZNF644,ZNF518A,0.019467320293188,0.9755409361534174
BMI1,SNRNP48,0.0194640196859836,0.8566447847976169
PIM1,GPRC5A,0.0194590743631124,0.3262109183353428
OSMR,SYNM,0.019452653825283,0.7879130558948163
STAT3,CD44,0.0194450747221708,0.273104799145404
GPI,C8orf58,0.019441844895482,0.7190465689384485
GTF2F1,SLC25A11,0.0194340776652097,0.9836538384056516
IDH1,DEFB119,0.0194318424910306,0.4739524831852194
GPAA1,ZNF687,0.0194212421774864,0.9866983161320042
PIGQ,TELO2,0.0194182507693767,0.6865103240906876
NECTIN2,ACTN4,0.019416831433773,0.7208879682031317
PAQR4,WDR62,0.0194048080593347,0.7626671864879379
SDF4,RGS11,0.019382843747735,0.9968273885651632
ARMC6,PCNX3,0.0193812027573585,0.9066630243959888
RPL18A,RPS3,0.0193587634712457,0.9758803750975996
BNIP3,PDK1,0.0193445868790149,0.216625434187609
PLXNB1,ABCA2,0.0193405374884605,0.8657474734679922
GAPDH,NOL3,0.0193278901278972,0.3445936301774753
CA9,STC2,0.01932761259377,0.4626391358999227
ATF3,EGR3,0.0193225834518671,0.0729472413153879
SEZ6L2,LRRC24,0.0192750412970781,0.9781520940545844
DUS1L,ARL6IP4,0.0192559920251369,0.4394407057020081
NR4A1,EGR1,0.0192545112222433,0.024972659544073
ZNF358,RNF126,0.0192541256546974,0.9812051140265696
USP9Y,EIF1AX,0.0192465763539075,0.6401651390862534
PTOV1,DGAT1,0.0192407071590423,0.8337822219159817
IDH1,CDC7,0.0192320328205823,0.4914407454702729
