Source_Node,Target_Node,Weight,Direction_Confidence
ADGRB2,KIF1A,0.0135397361591458,0.8732193803516198
RPL35,MRPL54,0.0135386763140559,0.8142366391584522
BNIP3L,ERO1A,0.0135383997112512,0.2744182433614749
PACS2,PDDC1,0.0135376369580626,0.9390739764462718
B3GAT3,RAB11B,0.0135372960940003,0.9230870527184444
LLGL1,TMEM94,0.0135350646451115,0.9538854965818604
COL6A1,ARID4B,0.013534870930016,0.9826339406375734
TOM1,BRSK2,0.0135327856987714,0.9413745220404232
INTS1,MRPL4,0.0135327354073524,0.9534273221985344
STC2,ADSSL1,0.0135324141010642,0.2309662110053419
MAOB,C1S,0.0135315228253602,0.4764043483840532
ABCA2,RASSF7,0.0135295512154698,0.9594556274016264
ABCA3,MAPK3,0.0135290464386343,0.8198546495970023
CDC7,DEFB119,0.0135281858965754,0.4414772637527961
MAP7D1,RAB1B,0.0135268401354551,0.8537865984999198
PACS2,VPS9D1,0.0135267255827784,0.7789528281612816
RPL28,LAMTOR4,0.0135265002027153,0.8598903415378322
TULP1,RP11-624J6.2,0.0135263763368129,0.7739681463939014
TRMT2A,RAD23A,0.013525640591979,0.8019659720337978
SAMD14,PLD3,0.0135247092694044,0.908281287190241
BLZF1,SKIV2L2,0.0135234035551548,0.7282897836846091
SH3GL1,PTGES2,0.0135229565203189,0.9787018449875148
PTPN23,NELFB,0.0135207073763012,0.0410357904352533
ATP13A1,LLGL2,0.0135204074904322,0.9458674511107146
SV2A,SYT7,0.0135190719738602,0.0276974726485067
TMEM222,HRAS,0.0135159511119127,0.8024601134741317
RFX1,FASTK,0.0135156903415918,0.8299598387998954
MECR,DNAH2,0.0135145280510187,0.4550490172498258
C1orf159,CLUH,0.0135135101154446,0.9945171566804388
CSK,KCNQ2,0.013511992059648,0.9932744352793323
PIM1,INHBA,0.0135114034637808,0.3749540910052382
APC2,B4GALNT4,0.0135102802887558,0.8506804891567116
SHARPIN,PPP1R12C,0.0135086849331855,0.9389476481320648
DNAJB14,CCNC,0.0135067347437143,0.7031309597853604
GRIK5,FAM65A,0.0135064292699098,0.9132602277734598
C19orf25,RABEP2,0.0135062783956527,0.9616670543145374
BSG,ATG4D,0.0135055687278509,0.9806131457451704
MAPK11,MOB2,0.0135053740814328,0.9634941684099376
SOCS5,PAPOLA,0.0135038467124104,0.4040139320114393
CASKIN2,DDX54,0.0135017344728112,0.8300097879283438
MT1E,MT1G,0.0135007975623011,0.2049046910279032
FADS3,KIF21B,0.0135007156059145,0.9883210385871122
FZR1,MYH14,0.0134985418990254,0.9824150593238792
HES1,IER2,0.0134977540001273,0.5238286845929951
LINGO1,IGSF9,0.0134964566677808,0.9959457685479725
AP1B1,CORO1B,0.0134954946115612,0.9789892780358104
XAB2,FIS1,0.0134953632950782,0.8205705618610618
PQBP1,ADRM1,0.0134945819154381,0.6424132332256556
AHCTF1,MED1,0.0134929241612553,0.897956023588283
SLAIN2,IDE,0.0134929195046424,0.7922827627235668
LRRC24,MLST8,0.0134924696758389,0.2606169922571052
SLC38A10,RFNG,0.0134909953922033,0.719582914162381
ARAP1,DDR1,0.0134902987629175,0.3437043228387559
PCNX3,LYPLA2,0.0134894214570522,0.9304842719215484
PPP1R16A,U2AF2,0.013488489203155,0.8789127371014146
PRDX2,PQBP1,0.0134883234277367,0.976521433130662
LRWD1,MCOLN1,0.0134877627715468,0.9048033587552036
GNB2,RASA4B,0.0134857408702373,0.9849560795536346
PFKL,RAI1,0.0134853757917881,0.831386857385738
ARHGEF10L,KCNH2,0.0134846279397606,0.8018545640438297
APPBP2,DCAF10,0.0134840477257967,0.8146737964135642
MAST1,TMEM63B,0.0134832868352532,0.870477201223266
MCRIP1,PPP4C,0.0134826740249991,0.996651103737088
DEFB119,RP5-860F19.8,0.0134824719280004,0.1802485626420345
PLA2G6,ATP5D,0.0134821413084864,0.9549706359345196
NUMA1,NCKIPSD,0.0134820435196161,0.992707605920816
CEBPD,AK4,0.013481818139553,0.4755666475419847
RAB3A,PACSIN1,0.0134814688935875,0.7579329338119509
RASD1,BHLHE40,0.0134810591116547,0.6380713221573372
SLC25A39,CHKB-CPT1B,0.0134809324517846,0.9956589335309772
SLC39A13,PLXNA3,0.0134807871654629,0.998812691924298
MRPL54,RPS5,0.0134776812046766,0.8598395972816192
MAP7D1,KIAA0556,0.0134769529104232,0.987551160891705
PTGES2,VPS51,0.0134767740964889,0.8655573745404381
ARFGAP1,EDC4,0.0134766604751348,0.9170717124377528
ATF3,PCK1,0.0134764406830072,0.0004517867111623
UCHL5,NUP50,0.0134757217019796,0.9041107806580976
TMSB4Y,GLB1L3,0.0134742558002471,0.6076744800043656
NAA38,RPS5,0.013471589423716,0.9126754136650572
MCRIP1,SLC39A13,0.0134704876691102,0.8678508292749221
WDR90,NDUFS8,0.0134697556495666,0.9155447568606218
TNS2,ITGB4,0.0134695032611489,0.88105766061975
RAB1B,STX10,0.0134684322401881,0.9941003813148216
ADSSL1,CA9,0.0134672094136476,0.371049090606535
MAPK8IP1,USF2,0.0134670138359069,0.6053662618865941
PPFIA3,H1FX,0.0134668359532952,0.8365456197350167
NDUFA11,ANAPC11,0.0134663833305239,0.7316745415793138
ZNF513,ZNF687,0.0134646818041801,0.9432385373478712
MECR,RDH12,0.0134644070640206,0.4005129150667664
C14orf159,POC5,0.0134641658514738,0.7854903324731595
CDC7,DTX4,0.0134632606059312,0.5616865251297611
GPX4,STK25,0.0134630687534809,0.3712199431910201
PPP1R16A,SNAPC4,0.0134628834202885,0.9844648636237404
GRK2,MLLT1,0.0134613942354917,0.7291880233556647
CFB,TNFAIP2,0.0134610095992684,0.6077084674214146
TNS2,CHD9,0.0134585015475749,0.9602731482960556
ACAP3,RGS11,0.0134584847837686,0.9525046452360388
NUCB1,UBP1,0.0134582994505763,0.9969287394837688
DMTN,CPLX1,0.0134568260982632,0.6090829960449051
PDK1,P4HA1,0.0134565792977809,0.1145478586284327
RAB3A,STMN3,0.0134563762694597,0.7327654217661186
HGS,SPHK1,0.0134540060535073,0.9961865992189084
BSG,PRDX2,0.0134539389982819,0.2240153646010775
EEF2,DPYSL4,0.013453209772706,0.9908720437004704
CLEC2L,SNCG,0.0134511180222034,0.005202817527104
WIZ,MVD,0.0134502872824668,0.0785966709644431
GNG13,PPP6R2,0.0134502816945314,0.9089648285631814
STK25,CHCHD10,0.0134492926299571,0.9721941320262628
FAM69C,ERN1,0.0134476153180003,0.6337972183484213
ARHGDIA,GRN,0.0134458290413022,0.9195749912819504
TMEM8A,APLP1,0.013445290736854,0.922825819566066
E4F1,RUVBL2,0.0134426057338714,0.4006113627525869
SCN4B,NRN1,0.0134420655667781,0.0033994793736687
SDF4,WIZ,0.013441864401102,0.8786337583192514
MAPK8IP3,TMEM94,0.0134417517110705,0.060007580833381
SLC27A1,ZDHHC8,0.0134409479796886,0.9194544623938026
GADD45GIP1,NDUFB7,0.0134407794103026,0.7695215219349864
ARFGAP1,MED16,0.0134403938427567,0.9594289594186328
SCRT1,HCN2,0.0134394159540534,0.8526302842444985
MAP7D1,PIK3R2,0.0134382983669638,0.9682067268548692
CAND1,PPP1R12A,0.0134375616908073,0.2859486387227959
PRDX5,NFAT5,0.0134371984750032,0.9695434577655774
POLRMT,LMF1,0.0134366229176521,0.9913233865866732
NAV2,BCL6,0.0134342331439256,0.1221118784907556
MAPK8IP3,PLD3,0.0134338764473795,0.8545679584251935
LATS1,FAM179B,0.0134333204478025,0.6406749332636453
HSPA13,TBL1XR1,0.0134313805028796,0.6221578134167025
GGA1,PACS2,0.0134299658238887,0.7878926364957928
TRABD,PDLIM7,0.0134270107373595,0.4001815886285205
SCAP,DGCR2,0.0134269092231988,0.9391456942427158
E4F1,EDC4,0.0134262656792998,0.3457324279553565
MAPK8IP2,ARHGAP33,0.01342592574656,0.7275035192856331
BOP1,ATAD3A,0.0134241981431841,0.7227708663170187
PDDC1,PCNX3,0.0134240984916687,0.9138364046214338
GRN,AKT1,0.0134231504052877,0.9289165527715008
SERPINA3,TNC,0.0134228179231286,0.3240489281774701
DDR1,LRRC8A,0.0134226027876138,0.8918186682643856
CSNK1E,CHPF,0.0134217347949743,0.3574444494865669
CREB1,GMFB,0.0134210688993334,0.8153015408295734
XYLT2,ZNF358,0.0134199643507599,0.9214460205171792
NOC2L,STK11IP,0.0134195415303111,0.6761836105839555
SPOPL,UBA3,0.0134184220805764,0.4756788826837942
NAT14,PRRC2A,0.0134168518707156,0.9695213644686634
MAPK8IP1,NACC1,0.0134155889973044,0.3197463216300417
PAPOLA,MPP5,0.0134142292663455,0.6573297679070383
ASIC3,ARCN1,0.0134140662848949,0.9367217593157268
XYLT2,ZNF513,0.013413687236607,0.4034321676065042
KMT2B,SCAF1,0.0134124653413891,0.9439465711391066
ZNF644,ZCCHC6,0.0134113226085901,0.7314934831790431
TBKBP1,SGTA,0.0134107843041419,0.9609028664431272
TRAF7,ABTB1,0.0134105235338211,0.9912655376880396
ANGPTL4,MMP14,0.0134102590382099,0.2775877870577271
CRYAB,ANKRD37,0.0134092373773455,0.1533219408681564
RBM18,FBXO28,0.0134086795151233,0.5948678068924743
DVL2,SEMA4B,0.0134067544713616,0.278242936766273
MAPK8IP2,PACSIN1,0.013405667617917,0.7087774449215483
IDH3G,TIMM17B,0.0134055567905306,0.8475335224374553
RAD23A,PIGQ,0.0134045863524079,0.9946000356450512
PPP6R2,ZSWIM8,0.0134041681885719,0.9486449087933764
SYNGR1,MAST1,0.0134040489792823,0.237723362803432
PKN1,PTOV1,0.0134035982191562,0.869734954251576
RAX2,WDR62,0.0134015791118144,0.8731418298360266
EMB,GPR160,0.0134011292830109,0.4467336646167414
MTSS1L,KCNH2,0.0133993718773126,0.903641814674894
AKT1,DDX6,0.0133990468457341,0.9840250102710484
TMEM222,LMF2,0.0133981760591268,0.8831970356484092
FAM3A,ROGDI,0.0133977765217423,0.8225011189349021
TLE2,ARAP1,0.0133971301838755,0.7878410034310661
OSBPL5,GNB2,0.0133937345817685,0.8258493520669384
GOLT1B,ZNF770,0.013391881249845,0.689141549766159
CSNK1G2,ATG2A,0.0133917145431041,0.953903446058902
RAB10,IGSF9,0.0133910654112696,0.9409158883051558
SH3GL1,TMEM54,0.0133901182562112,0.9980500482294676
DDX20,EIF5,0.0133885499089956,0.7681693286367995
TESK1,RANGAP1,0.0133858751505613,0.727721330127169
CSF1R,C3,0.013385783880949,0.1301672049296031
UHMK1,IL6ST,0.0133850621059536,0.941616870245793
GSK3A,RP5-1187M17.10,0.0133813396096229,0.9749029809538182
TSSC4,ADRM1,0.0133809987455606,0.7652600548157341
CAND1,ZNF91,0.0133807742968201,0.9605018618172692
HGS,SYMPK,0.0133802918717265,0.8487367867101775
USF2,AES,0.0133802592754364,0.8688216278324591
CLPTM1,TCOF1,0.0133800068870186,0.8416206707106663
ABCB8,GRIK5,0.0133786387741565,0.8020542122176788
PXN,HK2,0.013378145173192,0.1463497269524053
HDAC10,NBEAL2,0.0133776701986789,0.3707728960716595
MED13,ARHGAP5,0.0133774494752287,0.3886744102729879
NDUFA11,ZBTB17,0.013376691378653,0.9533283832014025
CHRNE,RBM3,0.0133754964917898,0.0699200906516925
ZSWIM8,ATG9A,0.013374782167375,0.9788718701551676
ZFP36,RHOB,0.0133730191737413,0.0685802105264272
PTPRU,RHOT2,0.0133718224242329,0.2188346003991434
DENND6B,STK11IP,0.0133708268404006,0.7391226820509611
PPP1R37,THAP4,0.0133698415011167,0.3293858846095327
TMEM222,KCNQ2,0.0133695695549249,0.9941340827430832
SGTA,USP20,0.0133686577901244,0.859387340032715
LLGL2,STK25,0.0133679751306772,0.3236003301981371
SPTBN4,INAFM1,0.0133670531213283,0.9595373182801128
AFTPH,PDS5A,0.013366712257266,0.7817583180305768
ZNF770,PIK3CA,0.0133652640506625,0.6075324432923477
ASPSCR1,TSSC4,0.0133647937327623,0.2391764480393468
RPL28,EEF2,0.0133647052571177,0.8707187475277555
APPBP2,POLK,0.0133637972176074,0.8864826038050476
AKT1,COPE,0.013363123871386,0.984799167464714
RIF1,FYTTD1,0.013361788354814,0.9516400145734693
PFKFB3,FGF11,0.0133614735677838,0.0867534535346027
FCGR2B,SERPINA1,0.0133605282753705,0.740937915433444
SART1,ATG9A,0.0133601548150181,0.3014243278769379
ELFN1,GNB3,0.0133599853143095,0.962875244324382
STK11IP,SART1,0.0133590111508965,0.7104923523552218
RBM42,SF3A2,0.0133583210408687,0.978515237055667
BTBD2,NARFL,0.0133562479168176,0.9911767715051206
RAB1B,WDR81,0.0133556677028536,0.8864172056914031
ALKBH7,PHPT1,0.0133555121719837,0.9750421221079496
ABHD14A,PICALM,0.0133551331236958,0.9855306877274954
DMWD,LLGL1,0.0133534595370292,0.9739450849529152
SNX14,DENND5B,0.013352115638554,0.9556296961021082
EEF1G,RPL10,0.0133496988564729,0.4568711384065309
KLC2,GPAA1,0.0133495470508933,0.5273603680204139
PLXNB2,RAB3IP,0.0133488522842526,0.9986230671574036
CARM1,ERBB2,0.0133474236354231,0.9874319992741806
EEF1D,GUK1,0.0133463889360427,0.8572700312724235
SLC2A1,LIF,0.0133455311879515,0.9139276944162346
CMTR2,PDIK1L,0.0133453020825982,0.574619298691242
SLC1A7,PRMT1,0.013345057144761,0.9111333305731067
CUEDC1,FAM53B,0.0133440792560577,0.9112747928299796
HS6ST1,KLF16,0.0133433397859334,0.9246290765790848
RPS15,RPL10,0.0133426850661635,0.9599300807295624
GMFB,BMI1,0.0133420620113611,0.5973427962005617
RBM10,BIN1,0.0133410599082708,0.7404275848437083
XAB2,ABHD14A,0.0133400177583098,0.6813300594643842
RPP14,ZNF791,0.0133388293907046,0.4722504032185416
PRDX5,IDH3G,0.013337479904294,0.7425765632682654
ZHX1,RC3H2,0.0133371567353606,0.791324416709617
SART1,ACD,0.013335864059627,0.9248661951316924
CSF1R,HLA-DRB1,0.0133337909355759,0.2338800568645029
MLST8,DGAT1,0.0133333085104823,0.9868020572041888
C19orf25,PPP6R1,0.013332612812519,0.3015782897573368
GDPD5,KIAA0556,0.0133322086185216,0.8642520482398921
IFI44L,IFI6,0.0133309084922075,0.0128881479600598
UPF1,TRAF2,0.013330427929759,0.9785956609814572
SH3PXD2B,EGLN3,0.0133303133770823,0.7748633717319097
PACS2,AKT1,0.0133303003385663,0.3440729827470621
FOSL2,KLF10,0.0133293066173791,0.0743848858587989
APBB1,RAB3A,0.0133287049829959,0.6548570612804205
C19orf25,SART1,0.013328212313354,0.9356620354576056
COMT,FAM171A2,0.0133262043818831,0.305705194272723
PPP4R3B,CNOT6,0.0133250914514064,0.2452613522422017
PACS2,FAM160B2,0.0133243324235081,0.1380252747325794
DEAF1,P4HTM,0.0133240204304456,0.9966133547772426
CP,HP,0.0133239645510911,0.9669495433078956
NCOR2,ZDHHC8,0.0133232939988374,0.9888883348012276
PKD1,MGAT3,0.0133225405588746,0.4130839958040281
KLC2,TBL3,0.0133223021402955,0.9969024022066588
B2M,CFI,0.013321447186172,0.012635004448799
MAFF,MAT2A,0.013321422971785,0.4120232801797749
SH3GLB2,HID1,0.0133206229656934,0.883527384775635
RUSC2,SNCB,0.0133194588124752,0.9296516664711886
BLZF1,NEK4,0.0133186373859643,0.843311691438064
ICAM1,CCL2,0.0133166164159774,0.095370013896757
PLCH2,IFT140,0.0133139370009303,0.3465588890467197
RAB1B,PHRF1,0.0133135160431265,0.991851747816262
SMPD3,DRD2,0.0133124254643917,0.111570239735062
SLC5A3,HIST1H2AC,0.0133121768012642,0.4339058144195408
CSK,NDUFA11,0.0133115136995911,0.911651762432626
HOMER3,LRRC8A,0.0133105656132102,0.5076902603250846
LEMD3,DEFB119,0.0133102405816316,0.825018125963745
ARL14EP,KLHL9,0.0133096715435385,0.55416308088532
C16orf58,MYBBP1A,0.0133093362674117,0.9550730499924946
AURKAIP1,REXO1,0.0133090680465102,0.9854814068138528
EEF2,SCAF1,0.0133085437119007,0.1779231544852273
RPS19BP1,PQBP1,0.0133080063387751,0.6482050531908072
PKN1,NUDT14,0.0133064221590757,0.9562894499022696
AGL,DNAJB14,0.0133056193590164,0.6757916010297094
FBXW5,TUBGCP6,0.0133053762838244,0.9816796541347784
C3,LEFTY2,0.0133047746494412,0.3078567593014669
LOXL3,SYNPO,0.0133046656847,0.3443880224606576
LLGL1,DPP7,0.0133037734776735,0.8649616193341836
CEP131,EEF2,0.0133034419268369,0.9340917790772492
BTBD2,CDC34,0.0133028663694858,0.9895919935393528
ECI1,CDC37,0.0133022060617804,0.9983466251318072
SLC39A13,MKNK2,0.0133021008223295,0.9994120061485636
SELO,PALM,0.013299262151122,0.9795030180530748
TMEM176A,C4B,0.0132990973070263,0.2118229092425747
CREB1,SPOPL,0.0132980002090334,0.4413164448574064
ASNA1,CYC1,0.0132977562025189,0.9189178288353744
GGA1,RGS11,0.0132968202233314,0.9931341844940628
GBP2,SRGN,0.0132964951917529,0.4745988472263913
SLC6A17,SYT7,0.0132963834330439,0.3802416646134982
EGR1,AVPI1,0.0132963052019476,0.1565589468705654
PLEC,ADGRB1,0.0132960993796586,0.963956755384762
C10orf10,TGM2,0.0132925100624561,0.9135272298201332
EGR3,ARC,0.0132921980693936,0.0878500326150102
NEURL1,SLC4A2,0.0132909379899501,0.7488181016368192
ZNF75A,CNOT11,0.013290281407535,0.5444606853455883
ATP13A1,INTS1,0.0132896387949585,0.9661534977692198
SLC9A9,HLA-DRA,0.0132893556728959,0.2777346386607315
MPND,TOPORS,0.0132884606719017,0.9760774043888794
TMEM59L,ARSA,0.0132884448394179,0.3729566531261025
TELO2,HYAL2,0.0132875945419073,0.9940256532115628
INHBA,TGIF1,0.0132860587909817,0.108901748783116
OSBPL5,IGSF8,0.0132857719436287,0.9549111440138154
TRAF7,SZT2,0.0132839903235435,0.97016131959096
WDR24,PPFIA3,0.0132831241935491,0.9398188744707816
PKD1,AGAP3,0.0132830087095499,0.2266119645054382
PRDX2,GPR108,0.013282605446875,0.3689162307634494
ANKRD37,FGF9,0.0132809905335307,0.4530773049476846
FOSB,JUNB,0.0132809076458215,0.0208630154806621
EGR3,CYR61,0.013280875980854,0.0814295629181775
FKBP8,CTIF,0.0132795665413141,0.6427415956363568
KLHL9,PNRC2,0.0132784368470311,0.8884453930906411
SBF1,FBXW5,0.0132774822413921,0.1139975449415355
ADRM1,ZNF865,0.0132772587239742,0.9771907241359434
BNIP3,NAMPT,0.013276120647788,0.6787110321323849
TNK2,ECI1,0.0132753821089863,0.9988740547053248
SBF1,C1QL1,0.0132743949070572,0.9966599182763016
HCFC1,HPCAL1,0.0132743325084447,0.8634861823965718
ADGRL1,TUBB,0.0132737075909972,0.9979970354587456
ZDHHC8,BCL2L2-PABPN1,0.0132734905928373,0.9959143426541026
NCOR2,TMEM259,0.0132731785997748,0.9698761103854184
COL18A1,FAM179B,0.0132723953574895,0.9602463700180378
LMTK3,ADGRB2,0.0132717788219451,0.2474441030722195
GNB2,ZYX,0.0132711390033364,0.7984765544532608
HSF1,RPS28,0.0132706696167588,0.9891303312449056
SH3GLB2,STMN3,0.0132705830037593,0.2907223696457456
ACTR2,AEBP2,0.0132666323333978,0.7388190290863882
CIC,CABIN1,0.0132660372182726,0.9621071997167164
SEPT5,NTRK1,0.0132650146260857,0.9477195553742032
CEND1,CRTAC1,0.0132642770186066,0.9388646493358008
RARA,DACT2,0.013262715190649,0.8912148442669694
GAMT,BRF1,0.0132623519748449,0.9947044151686548
KCNH2,TNRC18,0.0132611282169818,0.9589365491047902
ZNF335,ATG9A,0.0132601987570524,0.977547728004828
PHYHD1,ZMYND19,0.0132601847872138,0.4443997599630283
POLK,FMR1,0.0132598998025059,0.7430327534583955
SBNO2,LMAN2,0.0132591109722852,0.5975979129783974
EFR3A,MARCH7,0.0132585018873214,0.8913836400822913
TUBGCP6,DPP9,0.0132581209763884,0.1999086485330349
NEURL4,SETD1A,0.0132580557838082,0.8926305023352765
LEPROTL1,LZTFL1,0.013257797807455,0.6012645707379484
NECTIN1,SNCB,0.0132567714899778,0.9330398077632904
RASD1,ZFP36L1,0.0132552338764071,0.1794114800276972
GIT1,MAP1S,0.0132510857656598,0.5726455680346573
SHARPIN,EDC4,0.0132493637502193,0.9390326374908906
KMT2B,MKNK2,0.0132489660754799,0.9946455334415308
DGCR2,SPTBN4,0.0132486838847398,0.9903894377766708
ACAP3,BAD,0.0132478047162294,0.9916348388622116
SLC1A7,HDAC10,0.0132444398477673,0.981223069034288
HSF4,TNFRSF14,0.0132436081767082,0.526332170798315
PPARD,RTBDN,0.013242813758552,0.9846564914894408
NLRC5,TMEM239,0.0132427597418427,0.0694986600311401
RPS28,PMVK,0.0132424207404255,0.8924093083637945
PPP1R37,INAFM1,0.0132420491427183,0.3452526233166729
DPP7,ZNF358,0.0132420025765895,0.7687291012576574
SNTA1,TMEM94,0.013241353444755,0.9019264962067876
SLC25A22,AES,0.0132413208484649,0.8073729966939274
FKBP8,WIZ,0.0132412631064653,0.9219843388345992
ACTN4,HOMER3,0.0132403895258903,0.696329163766857
ATF3,RGS16,0.0132400663569569,0.1226328639907856
ACTN4,TNKS1BP1,0.0132382176816463,0.4387462413344137
FLNA,SH3TC1,0.0132370106875896,0.8573371850918086
FAM193B,TBKBP1,0.0132369324564933,0.98497566534592
IPO7,ITSN2,0.0132356006652116,0.7566432156994356
PAK4,TOM1L2,0.0132342213764786,0.9843116749973736
PPP6R2,TSR3,0.0132337938994169,0.9334412807969744
MYL6B,RABGGTA,0.0132334986701607,0.2907680183302656
SLC25A22,PCIF1,0.0132324425503611,0.980416253877508
TIMM17B,KIFC3,0.0132276834920048,0.6316121180763604
TIMM17B,FAU,0.0132271293550729,0.9056695454810352
TECPR1,POLR2E,0.0132270958274602,0.7843798045420773
STK11IP,MIER2,0.0132263172417879,0.9790176193904916
PRRC2A,FAM65A,0.0132260471582412,0.948255783474976
MLST8,CUEDC1,0.0132260415703058,0.9333308147292042
HES4,MAFK,0.013225975446403,0.1624025081981107
ADRM1,CLUH,0.0132256187498569,0.9470302806499488
ACBD4,FADS2,0.013225176371634,0.9772431820268156
SNCB,SCRT1,0.0132242124527692,0.8013080721883403
MIDN,EGR1,0.0132240913808345,0.0220547884458141
RANGAP1,NCKAP5L,0.0132230538874864,0.9024597028359987
RBM42,SNAPC4,0.0132224848493933,0.9305714103302194
AHCTF1,SETX,0.0132224671542644,0.6047509390269452
TTBK1,FAAP100,0.0132203120738267,0.973662124366244
FBXL6,RBAK,0.013218680396676,0.9918429128475666
ARHGEF10L,RPS28,0.0132174408063292,0.988554912449361
GRK1,RBP3,0.0132170682772994,0.1710575386162396
ACTN4,BOC,0.013215878047049,0.9125595818757908
COL24A1,CUBN,0.0132157793268561,0.712665737600716
VWA1,SBNO2,0.0132151702418923,0.8837255232758409
GRK6,ASNA1,0.0132147362455725,0.7398039350255574
ACD,NDUFA3,0.0132141225039958,0.7809170768371102
NFATC4,C10orf10,0.01321358140558,0.8681877901921566
RPLP1,COX8A,0.0132133802399039,0.9807634253978812
ZNF395,EFNA1,0.013213119469583,0.124634319897689
CRIP2,GADD45G,0.0132130160927772,0.9865474827861708
POLRMT,CEP131,0.01321083586663,0.31187531130576
CLCN7,KIF1A,0.0132095059379935,0.6121659912609183
WHRN,TRAPPC5,0.0132090672850608,0.7378211979532093
DMPK,TYK2,0.0132059399038553,0.5922255463013395
PPP1R37,RUSC2,0.0132056660950183,0.9411545378823224
ZFP3,ZFP62,0.0132051138207316,0.4614620843113863
MXD4,DHX34,0.0132042225450277,0.3365707020597965
PDIK1L,LINS1,0.0132038183510303,0.5791728178607815
CLSTN3,MRPL23,0.0132035352289676,0.9933933738582852
PCNX3,SHARPIN,0.0132034607231616,0.6126599381070769
AC090094.1,RP11-231C18.3,0.01320297177881,0.7606435336549843
ATF3,JUND,0.0132026020437479,0.2686305632105973
STUB1,FAU,0.0132023151963949,0.9772791676153304
TUBGCP6,TRMT2A,0.0132008641958236,0.869047892912782
AP5M1,ZNF24,0.0132006788626313,0.8477648178843779
PTGES2,ZMIZ2,0.0131996255367994,0.5362439972670063
LITAF,NAV2,0.0131993545219302,0.175081443040774
PPP6R2,ARVCF,0.0131993433460593,0.9908515711906865
CKB,GDPD5,0.0131983421742916,0.3679063794186501
LMNB2,RBM10,0.0131967961788177,0.6879821694671513
IGSF8,ABCC8,0.013196145184338,0.9888099101468198
MLST8,RPUSD1,0.0131928138434886,0.9571525413060672
C9orf142,SLC9A3R2,0.0131916645914316,0.9745605694885996
HGS,FAM234A,0.0131909539923071,0.7111551413265627
ZFP36,JUN,0.0131908897310495,0.1048339101572062
PPP1CC,YIPF5,0.0131907239556312,0.9223000364884482
SLC2A1,LOXL3,0.0131888352334499,0.489678490377061
SF3B5,RPS28,0.0131861632689833,0.8963628573596236
FBXW5,PIK3R2,0.0131839886307716,0.3357625386149722
SYNGR1,DBP,0.0131839523091912,0.9736472861400316
MRPL41,RPL36,0.01318368781358,0.8864889511355638
CAPN10,MRPL4,0.0131836412474513,0.8875155064126156
TMEM201,RHOT2,0.0131832165643572,0.9046244044203244
PLOD2,OSMR,0.0131805408746004,0.687676150806458
LYNX1,TUBB2A,0.0131797175854444,0.3775234641218762
PKN1,MOB2,0.013179593719542,0.991834193633668
PPP6R2,GPSM1,0.0131786856800317,0.9699781882458106
WDR13,GTPBP6,0.013177772052586,0.7383280368113593
SGTB,CCNG2,0.0131773566827178,0.0737167831840623
EDF1,PEF1,0.0131769506260752,0.7782525266141906
TCAF2,CASQ1,0.0131767885759472,0.5858853484469566
CTIF,SCRT1,0.0131764579564332,0.726287530663695
LAMB2,CRAT,0.0131753413006663,0.7349861954486088
CSRNP1,NR4A3,0.0131732989102602,0.1738744277327829
CCDC22,HMG20B,0.0131730111315846,0.9618748303922008
NPAS2,AKAP12,0.0131712090224027,0.3723864119026457
MCRIP1,ANAPC11,0.0131711987778544,0.9282015666591356
ARFGAP1,AK1,0.0131711931899189,0.3960643856490172
TSNARE1,CAMTA2,0.0131698846817016,0.8971878850933956
RAP1GAP,FAM102A,0.0131685640662908,0.975291954350482
FAU,SNX17,0.0131679894402623,0.9887479817991288
OSMR,MPP6,0.0131678003817796,0.5209823010438371
MYL6B,RAD1,0.013166687451303,0.9753474050435612
PKD2L1,B3GAT2,0.0131666669622063,0.0537778401715823
SPNS1,KMT2B,0.0131661007180809,0.96560696208634
MAFF,TRH,0.0131654888391494,0.3663776344495382
PPP6R2,ECSIT,0.0131646785885095,0.3638996305053458
CTSD,REEP2,0.0131635200232267,0.9845336820953304
RELT,SPHK1,0.0131631735712289,0.1658581570857489
MRPL23,AC004556.1,0.0131626781076192,0.397145105501634
PRSS56,CDKN1A,0.0131625654175877,0.3661916881259174
FAM234A,SNTA1,0.0131618557497859,0.9743386312067912
TMEM94,WDR6,0.0131599120795726,0.9499023700807372
NDUFA11,INO80B-WBP1,0.0131598142907023,0.9553415302213336
LITAF,GPRC5A,0.0131593542173504,0.245621316447486
NOSIP,NCAPH2,0.0131589723750948,0.5786714525504932
SNCG,CPLX1,0.0131550207734107,0.1506532061048738
GPR137,HMG20B,0.0131534999236464,0.9673084698793109
CYB5R3,ERBB2,0.0131532298400998,0.9307313705065764
GSK3B,ATP11B,0.013152290135622,0.8352772510520506
ACBD5,PLS1,0.0131520517170429,0.8455666137864397
LMF2,NACC1,0.0131509704515337,0.8499386580502155
DUSP8,RNF219,0.0131508214399218,0.9922878760553426
SCYL1,RAB11FIP3,0.0131498342379927,0.994532554474728
C16orf45,CAMKV,0.0131495632231235,0.7850718653433675
SEPT7,ONECUT2,0.013148196041584,0.6396129233546448
SLC11A1,CD163,0.0131473578512668,0.2560170235061021
DGCR6L,ARVCF,0.0131473466753959,0.9708362028605548
LDLRAD4,CEP152,0.0131459785625338,0.0684145393769047
